1.050000000000000000e+03 1.667000000000000000e+03 1.310313258156961069e+02
1.667000000000000000e+03 2.540000000000000000e+03 0.000000000000000000e+00
2.540000000000000000e+03 4.064000000000000000e+03 0.000000000000000000e+00
4.064000000000000000e+03 9.000000000000000000e+03 0.000000000000000000e+00
9.000000000000000000e+03 1.810000000000000000e+04 0.000000000000000000e+00
1.810000000000000000e+04 4.550000000000000000e+04 0.000000000000000000e+00
4.550000000000000000e+04 7.021500000000000000e+04 0.000000000000000000e+00
7.021500000000000000e+04 1.094900000000000000e+05 0.000000000000000000e+00
1.094900000000000000e+05 1.760000000000000000e+05 0.000000000000000000e+00
1.760000000000000000e+05 3.000000000000000000e+05 0.000000000000000000e+00
