1.053863177136428931e+03 5.022807902719937942e+02
1.067256881452474317e+03 5.152568528409627788e+02
1.080800555195039578e+03 5.282908278670364552e+02
1.094532522818547022e+03 5.416548549144379194e+02
1.108453959920136413e+03 5.550107480017302350e+02
1.122523900101097297e+03 5.686584792201959999e+02
1.136783171545578625e+03 5.823111274479325630e+02
1.151232510272262743e+03 5.962959835504843795e+02
1.165827174800700050e+03 6.102977517833511456e+02
1.180657128229363934e+03 6.244129692069706152e+02
1.195678450923304126e+03 6.384483757727794000e+02
1.210842352275940129e+03 6.528532228937002628e+02
1.226245328861256667e+03 6.671365636811631248e+02
1.241787996023527739e+03 6.814550166675494438e+02
1.257571450144720984e+03 6.958253315095969356e+02
1.273544851316907625e+03 7.102617785941401962e+02
1.289762768886594586e+03 7.248494827799256655e+02
1.306114486123818097e+03 7.391353640280989339e+02
1.322711043459077928e+03 7.535939745826400440e+02
1.339495366605602840e+03 7.677972555666669905e+02
1.356526959276018260e+03 7.822648590890971718e+02
1.373745397058149820e+03 7.962344731103767117e+02
1.391212854424799389e+03 8.106841667972943242e+02
1.408931563116834241e+03 8.246680611902382907e+02
1.426767837426232745e+03 8.385135339334719902e+02
1.444922199730094462e+03 8.521843625737184311e+02
1.463258775868801422e+03 8.656935002938090520e+02
1.481846957639266520e+03 8.788640639514982240e+02
1.500688081293487357e+03 8.921068688392757622e+02
1.519783321504613468e+03 9.050738090914393297e+02
1.539054663997125317e+03 9.174061343919377123e+02
1.558658926900280903e+03 9.298570012557223663e+02
1.578436571368398745e+03 9.418043834425271825e+02
1.598466851506264902e+03 9.532558771374405069e+02
1.618749773218142991e+03 9.647762744345549208e+02
1.639374736151364459e+03 9.755514439071474726e+02
1.660164237457082891e+03 9.859046347541566320e+02
1.681299186809489356e+03 9.961315771784492199e+02
1.702592333030440841e+03 1.005356852259488619e+03
1.724233381261862178e+03 1.014364049281698726e+03
1.746126495427806049e+03 1.023146118800244949e+03
1.768374081283548776e+03 1.031373306909471921e+03
1.790767923063138596e+03 1.038368413085948077e+03
1.813516774544794771e+03 1.045560096328372310e+03
1.836625975617227368e+03 1.051861451119692674e+03
1.859985469661248317e+03 1.057763859781371593e+03
1.883591719024881058e+03 1.062628320099881421e+03
1.907440720239231496e+03 1.066892676010860441e+03
1.931776905728461770e+03 1.070708352087154026e+03
1.956231373572593839e+03 1.073859077304205584e+03
1.981181985196933965e+03 1.076322371395162918e+03
2.006240099043030114e+03 1.078063327551727070e+03
2.031802494069806698e+03 1.079086938150767310e+03
2.057600947151681794e+03 1.079331673875519527e+03
2.083773253631750777e+03 1.078850191438854381e+03
2.110174266206799530e+03 1.077632095264824329e+03
2.136948164516359157e+03 1.075621261549835026e+03
2.164097726124305609e+03 1.072837816371032204e+03
2.191625542802836662e+03 1.069205859875788974e+03
2.219534004590212589e+03 1.064849319066530825e+03
2.247656755135702952e+03 1.059672116413230697e+03
2.276328458618072091e+03 1.053781333261998952e+03
2.305209211841599426e+03 1.047636880788370718e+03
2.334468603021336548e+03 1.040235902138116217e+03
2.364107389007176153e+03 1.032109639993979954e+03
2.394126002236064778e+03 1.023391101461531548e+03
2.424524528912252663e+03 1.014070848587142109e+03
2.455302686322686895e+03 1.003637839154731523e+03
2.486459799286722046e+03 9.930493292123222773e+02
2.518206283074338899e+03 9.813693693584231141e+02
2.550122984008165986e+03 9.694142744805302527e+02
2.582636612680909820e+03 9.562852621301700538e+02
2.615305399982552899e+03 9.432028326531276434e+02
2.648577241805813628e+03 9.289429489856707960e+02
2.682226518743849283e+03 9.146927455312453503e+02
2.716249506206396745e+03 8.999073606942874903e+02
2.750894274178748674e+03 8.842072374478916572e+02
2.785657480022301115e+03 8.681318349661295315e+02
2.821045055048461563e+03 8.518909484013151996e+02
2.857070980653769311e+03 8.350418471746589830e+02
2.893191063501254575e+03 8.180127129272387947e+02
2.929949745895230990e+03 8.005104363384083399e+02
2.967360764129466588e+03 7.826689334037337176e+02
3.004956177455245324e+03 7.645466727462180643e+02
3.043114835304268581e+03 7.461931995836052920e+02
3.081779808591782512e+03 7.277979137546108177e+02
3.120920038726199891e+03 7.092726441204356433e+02
3.160567377232378476e+03 6.903964326977924202e+02
3.200722347967202040e+03 6.716583936683548473e+02
3.241385007946891164e+03 6.527021817272609496e+02
3.282590859320252093e+03 6.339510585434688892e+02
3.324267966246410197e+03 6.153133574036929758e+02
3.366525451707449065e+03 5.962752590385327949e+02
3.409289444355994419e+03 5.776209518650196060e+02
3.452597090900715102e+03 5.591411481518069877e+02
3.496448158428774605e+03 5.407522707608794690e+02
3.540883684123497915e+03 5.225461811594565233e+02
3.585862614228984512e+03 5.045192758672229729e+02
3.631427024407969839e+03 4.868765158169472329e+02
3.677532605495584903e+03 4.693727434356324579e+02
3.724268705666050209e+03 4.523000761369603424e+02
3.771591052624958138e+03 4.353351850379951884e+02
3.819498764173781183e+03 4.188515044935016363e+02
3.868040229662602997e+03 4.027304908712836209e+02
3.917165902290515078e+03 3.867761051744863039e+02
3.966925462797560613e+03 3.713482438952883626e+02
4.017319370184255149e+03 3.563934211445010760e+02
4.068347487413318504e+03 3.418659670690271923e+02
4.120065664339508658e+03 3.276294382980003093e+02
4.172360658019261791e+03 3.139256693161402723e+02
4.225404622973925143e+03 3.005585043719717078e+02
4.279081615757922009e+03 2.877160431028725611e+02
4.333450774056460432e+03 2.753342985943488088e+02
4.388512552515626339e+03 2.633661389560406292e+02
4.444266751660342379e+03 2.518343745019681421e+02
4.500712475604264000e+03 2.407611643896523788e+02
4.557848088179399383e+03 2.301617967189346814e+02
4.615813299665891464e+03 2.199562711761693663e+02
4.674397099867466750e+03 2.101798844658102610e+02
4.733814274435497282e+03 2.008321157077448333e+02
4.793918031214020630e+03 1.919256026295730351e+02
4.854859969879030359e+03 1.834827282036965244e+02
4.916484215359891095e+03 1.753729867914691454e+02
4.978948681325981852e+03 1.676924694095210953e+02
5.042257434068891598e+03 1.603334681269867019e+02
5.106326997104412840e+03 1.533854590172893779e+02
5.171153586090316821e+03 1.467849401085775298e+02
5.236823903435987631e+03 1.405393028392131214e+02
5.303432953580526373e+03 1.346174006592048329e+02
5.370795929701356727e+03 1.290108055972197008e+02
5.439003936936446735e+03 1.237151076818671953e+02
5.508055743367384821e+03 1.187055626269779225e+02
5.578052990975905232e+03 1.139626021743003008e+02
5.648894085281980551e+03 1.094837453155430751e+02
5.720684247686289382e+03 1.052744671094180546e+02
5.793426826675942721e+03 1.012986101355968174e+02
5.867009628556890675e+03 9.754179447128450420e+01
5.941543452841033286e+03 9.399502382634763364e+01
6.017029102440592396e+03 9.065323163368128689e+01
