1.050000000000000000e+03 1.667000000000000000e+03 -2.685326778741472253e+01
1.667000000000000000e+03 2.540000000000000000e+03 -4.761294963039403427e+01
2.540000000000000000e+03 4.064000000000000000e+03 -2.175402853211684473e+01
4.064000000000000000e+03 9.000000000000000000e+03 -4.819461320535628701e+00
9.000000000000000000e+03 1.810000000000000000e+04 -5.362114480554304174e-01
1.810000000000000000e+04 4.550000000000000000e+04 -7.721872412339773062e-01
4.550000000000000000e+04 7.021500000000000000e+04 0.000000000000000000e+00
7.021500000000000000e+04 1.094900000000000000e+05 0.000000000000000000e+00
1.094900000000000000e+05 1.760000000000000000e+05 0.000000000000000000e+00
1.760000000000000000e+05 3.000000000000000000e+05 0.000000000000000000e+00
