  5.21309998712442e+04  4.23329877853394e+00  2.90984730236232e-03 -1.05309903621674e+00  0.00000000000000e+00
  5.21334853602328e+04  4.22913026809692e+00  3.53232887573540e-03 -1.04177296161652e+00  0.00000000000000e+00
  5.21359708491665e+04  4.23090934753418e+00  3.94214363768697e-03 -9.08075749874115e-01  0.00000000000000e+00
  5.21384563382441e+04  4.22634649276733e+00  3.43797565437853e-03 -9.65232491493225e-01  0.00000000000000e+00
  5.21409418273485e+04  4.22130203247070e+00  3.27069498598576e-03 -9.89846825599670e-01  0.00000000000000e+00
  5.21434273164618e+04  4.22050523757935e+00  3.69713013060391e-03 -9.82218444347382e-01  0.00000000000000e+00
  5.21459128054655e+04  4.20953416824341e+00  3.71791119687259e-03 -1.02238976955414e+00  0.00000000000000e+00
  5.21483982941978e+04  4.21485996246338e+00  3.58983431942761e-03 -1.00374698638916e+00  0.00000000000000e+00
  5.21508837829745e+04  4.20428609848022e+00  3.29749146476388e-03 -1.34987401962280e+00  0.00000000000000e+00
  5.21533692710499e+04  4.20351171493530e+00  3.43760033138096e-03 -1.02081608772278e+00  0.00000000000000e+00
  5.21558547593262e+04  4.19262695312500e+00  3.41108115389943e-03 -9.48602914810181e-01  0.00000000000000e+00
  5.21583402480857e+04  4.19862031936646e+00  3.55672114528716e-03 -9.52737331390381e-01  0.00000000000000e+00
  5.21608257388101e+04  4.19265747070312e+00  3.71908792294562e-03 -9.68697428703308e-01  0.00000000000000e+00
  5.21633112280231e+04  4.19488477706909e+00  3.40135092847049e-03 -1.03960025310516e+00  0.00000000000000e+00
  5.21666250002348e+04  0.00000000000000e+00  3.90403810888529e-03 -9.50619757175446e-01  0.00000000000000e+00
  5.21673750002014e+04  4.19149017333984e+00  3.60817997716367e-03 -1.04913353919983e+00  0.00000000000000e+00
  5.21698604893460e+04  4.18095064163208e+00  4.17170068249106e-03 -1.05682158470154e+00  0.00000000000000e+00
  5.21723459805693e+04  4.18503713607788e+00  3.36002348922193e-03 -1.03547501564026e+00  0.00000000000000e+00
  5.21748314702940e+04  4.18587493896484e+00  3.72828473336995e-03 -9.39145267009735e-01  0.00000000000000e+00
  5.21773169601007e+04  4.18042755126953e+00  3.85978259146214e-03 -9.29662287235260e-01  0.00000000000000e+00
  5.21798024514017e+04  4.17924308776855e+00  3.45954019576311e-03 -9.79640126228333e-01  0.00000000000000e+00
  5.21822879414837e+04  4.18144941329956e+00  3.85773694142699e-03 -9.91699218750000e-01  0.00000000000000e+00
  5.21847734316793e+04  4.17543554306030e+00  3.85953462682664e-03 -9.41336750984192e-01  0.00000000000000e+00
  5.21872589219467e+04  4.17871665954590e+00  3.87895759195089e-03 -1.04972326755524e+00  0.00000000000000e+00
  5.21897444123183e+04  4.16851425170898e+00  4.26264200359583e-03 -1.03096544742584e+00  0.00000000000000e+00
  5.21922299051561e+04  4.17158031463623e+00  3.93586046993732e-03 -1.04446637630463e+00  0.00000000000000e+00
  5.21947153959120e+04  4.17252731323242e+00  4.06867405399680e-03 -1.03270101547241e+00  0.00000000000000e+00
