  5.21309998712442e+04  1.17670087418444e+04 -1.37157006805120e+04  1.15186606109428e+04 -1.39784224699242e+04
  5.21334853602328e+04  1.17670861783496e+04 -1.37153694776867e+04  1.15138442749550e+04 -1.39796358534504e+04
  5.21359708491665e+04  1.17680092934198e+04 -1.37153434364942e+04  1.15124613965292e+04 -1.39799687553367e+04
  5.21384563382441e+04  1.17643607332850e+04 -1.37129340514586e+04  1.15132575952705e+04 -1.39786514687922e+04
  5.21409418273485e+04  1.17639029439917e+04 -1.37123581147555e+04  1.15139956811207e+04 -1.39779766323254e+04
  5.21434273164618e+04  1.17639495322467e+04 -1.37112563734839e+04  1.15143134826903e+04 -1.39773668545509e+04
  5.21459128054655e+04  1.17632968312799e+04 -1.37112366206525e+04  1.15144467395539e+04 -1.39768137395217e+04
  5.21483982941978e+04  1.17632968312799e+04 -1.37112366206525e+04  1.15144467395539e+04 -1.39768137395217e+04
  5.21508837829745e+04  1.17632968312799e+04 -1.37112366206525e+04  1.15144467395539e+04 -1.39768137395217e+04
  5.21533692710499e+04  1.17622968270939e+04 -1.37105548337512e+04  1.15191877571045e+04 -1.39737121704113e+04
  5.21558547593262e+04  1.17641548275897e+04 -1.37091944474849e+04  1.15221609530529e+04 -1.39721096918561e+04
  5.21583402480857e+04  1.17640523148678e+04 -1.37092319295478e+04  1.15227004240233e+04 -1.39719586878485e+04
  5.21608257388101e+04  1.17643452568703e+04 -1.37089039131608e+04  1.15231011021206e+04 -1.39713700455146e+04
  5.21633112280231e+04  1.17640475425915e+04 -1.37088218186851e+04  1.15241486588560e+04 -1.39709129428360e+04
  5.21666250002348e+04  1.17640475425915e+04 -1.37088218186851e+04  1.15241486588560e+04 -1.39709129428360e+04
  5.21673750002014e+04  1.17628944496349e+04 -1.37093465095212e+04  1.15248545696118e+04 -1.39703893953494e+04
  5.21698604893460e+04  1.17631415003477e+04 -1.37088408779474e+04  1.15274175378144e+04 -1.39690849476525e+04
  5.21723459805693e+04  1.17631344883613e+04 -1.37090335451127e+04  1.15270252405068e+04 -1.39691698132782e+04
  5.21748314702940e+04  1.17630257819932e+04 -1.37086877623761e+04  1.15282908033766e+04 -1.39683258658258e+04
  5.21773169601007e+04  1.17630257819932e+04 -1.37086877623761e+04  1.15282908033766e+04 -1.39683258658258e+04
  5.21798024514017e+04  1.17635211887677e+04 -1.37077297219219e+04  1.15284915111965e+04 -1.39677665422987e+04
  5.21822879414837e+04  1.17625235331380e+04 -1.37084412057482e+04  1.15291913829605e+04 -1.39674185635963e+04
  5.21847734316793e+04  1.17624111865555e+04 -1.37080445894618e+04  1.15300921942703e+04 -1.39662375243009e+04
  5.21872589219467e+04  1.17622822001530e+04 -1.37076652370881e+04  1.15300618136769e+04 -1.39666155293869e+04
  5.21897444123183e+04  1.17624510973421e+04 -1.37075250900454e+04  1.15317265968404e+04 -1.39652985308396e+04
  5.21922299051561e+04  1.17618003738783e+04 -1.37077906969014e+04  1.15317716538743e+04 -1.39650979409244e+04
  5.21947153959120e+04  1.17617288294595e+04 -1.37076674717935e+04  1.15319705972280e+04 -1.39643460009288e+04
  5.21972008868691e+04  1.17620698200845e+04 -1.37072792146416e+04  1.15325364033939e+04 -1.39644585730314e+04
  5.21996863790278e+04  1.17614826239482e+04 -1.37072737188426e+04  1.15335150723281e+04 -1.39640652599826e+04
  5.22021718702684e+04  1.17615291379344e+04 -1.37067501043521e+04  1.15339107682694e+04 -1.39635079024947e+04
  5.22046573617455e+04  1.17609651480414e+04 -1.37071751293405e+04  1.15335375348470e+04 -1.39634883070570e+04
  5.22071428530810e+04  1.17610605792709e+04 -1.37068328609870e+04  1.15344129239514e+04 -1.39628909007265e+04
  5.22096283467593e+04  1.17607413666598e+04 -1.37067439013741e+04  1.15340236897258e+04 -1.39628760600425e+04
  5.22121138394687e+04  1.17608473957146e+04 -1.37062279337542e+04  1.15343331994858e+04 -1.39626748672216e+04
  5.22145993302874e+04  1.17599893835061e+04 -1.37067501916200e+04  1.15349251324904e+04 -1.39623805095137e+04
  5.22186875000291e+04  1.17599893835061e+04 -1.37067501916200e+04  1.15349251324904e+04 -1.39623805095137e+04
  5.22200000003866e+04  1.17599893835061e+04 -1.37067501916200e+04  1.15349251324904e+04 -1.39623805095137e+04
  5.22224854923378e+04  1.17607162291894e+04 -1.37059591819001e+04  1.15379124143015e+04 -1.39595033101731e+04
  5.22249709846009e+04  1.17604570439912e+04 -1.37062926647025e+04  1.15365867574188e+04 -1.39605437969650e+04
  5.22274564790914e+04  1.17602190512467e+04 -1.37056106928975e+04  1.15377311993279e+04 -1.39597387829536e+04
  5.22299419719370e+04  1.17604515288789e+04 -1.37058143735291e+04  1.15379003732694e+04 -1.39591003299442e+04
  5.22324274650452e+04  1.17602012874258e+04 -1.37058931468758e+04  1.15390538763608e+04 -1.39578050057762e+04
  5.22349129592338e+04  1.17596735675028e+04 -1.37057183658039e+04  1.15400837035998e+04 -1.39572430370024e+04
  5.22373984528044e+04  1.17596735675028e+04 -1.37057183658039e+04  1.15400837035998e+04 -1.39572430370024e+04
  5.22398839463542e+04  1.17600320802579e+04 -1.37050617889980e+04  1.15403097709903e+04 -1.39568664488624e+04
  5.22423694396595e+04  1.17600481127788e+04 -1.37046384695951e+04  1.15407829349266e+04 -1.39571661033361e+04
  5.22448549346007e+04  1.17598924825450e+04 -1.37048623136586e+04  1.15406187820813e+04 -1.39569215858447e+04
  5.22473404285729e+04  1.17597103717750e+04 -1.37047267520400e+04  1.15403684963407e+04 -1.39570509764794e+04
  5.22498259227721e+04  1.17593983605237e+04 -1.37048760115506e+04  1.15404517920986e+04 -1.39568226884415e+04
  5.22523114181782e+04  1.17594836782213e+04 -1.37042111007100e+04  1.15409062815001e+04 -1.39566516312044e+04
  5.22547969126725e+04  1.17589525510180e+04 -1.37042933874907e+04  1.15411813196811e+04 -1.39561939870612e+04
  5.22572824069863e+04  1.17584179184350e+04 -1.37047647359080e+04  1.15412491298918e+04 -1.39564019730813e+04
  5.22597679015163e+04  1.17579776402060e+04 -1.37048147350273e+04  1.15420606358224e+04 -1.39558924046032e+04
  5.22622533958564e+04  1.17584166982851e+04 -1.37042182557958e+04  1.15437113437808e+04 -1.39543854412287e+04
  5.22647388921238e+04  1.17583241170229e+04 -1.37043507742861e+04  1.15435623842494e+04 -1.39542049092998e+04
  5.22672243869988e+04  1.17582797506415e+04 -1.37041233243145e+04  1.15430170711521e+04 -1.39543327678847e+04
  5.22697098818958e+04  1.17576536391937e+04 -1.37045390722129e+04  1.15429103527473e+04 -1.39542043538613e+04
  5.22721953767513e+04  1.17582599661415e+04 -1.37033299151102e+04  1.15433698276406e+04 -1.39543736645743e+04
  5.22746808715636e+04  1.17579265908969e+04 -1.37035064853394e+04  1.15437133959114e+04 -1.39536542025680e+04
  5.22771663686193e+04  1.17576149965266e+04 -1.37034811633537e+04  1.15441426437068e+04 -1.39531593663029e+04
  5.22796518640708e+04  1.17569875550759e+04 -1.37037298843190e+04  1.15438914215455e+04 -1.39533382924046e+04
  5.22821373596378e+04  1.17582915023539e+04 -1.37027249024495e+04  1.15450487963900e+04 -1.39521563200789e+04
  5.22846228549724e+04  1.17582455792113e+04 -1.37023780796567e+04  1.15452120792580e+04 -1.39521528250795e+04
  5.22871083505242e+04  1.17580596104170e+04 -1.37022541104948e+04  1.15448700054430e+04 -1.39525793907047e+04
  5.22906250000451e+04  1.17580596104170e+04 -1.37022541104948e+04  1.15448700054430e+04 -1.39525793907047e+04
  5.22909791668705e+04  1.17580596104170e+04 -1.37022541104948e+04  1.15448700054430e+04 -1.39525793907047e+04
  5.22934646622142e+04  1.17574089426427e+04 -1.37021609963102e+04  1.15444504090713e+04 -1.39527932857597e+04
  5.22959501577788e+04  1.17573279439331e+04 -1.37018809507890e+04  1.15450744760300e+04 -1.39522729080214e+04
  5.22984356532778e+04  1.17565629169264e+04 -1.37019778576662e+04  1.15442956729527e+04 -1.39528934001761e+04
  5.23009211486227e+04  1.17568941577782e+04 -1.37019146324336e+04  1.15450546737004e+04 -1.39522012338128e+04
