  5.21309998712442e+04  0.00000000000000e+00  0.00000000000000e+00  0.00000000000000e+00  0.00000000000000e+00
  5.21327500003681e+04  0.00000000000000e+00  0.00000000000000e+00  0.00000000000000e+00  0.00000000000000e+00
  5.21328958336319e+04  2.56435422850703e+04 -2.54838901270829e+04  2.54981772689304e+04 -2.56694994842439e+04
  5.21353813225614e+04  2.56429703764734e+04 -2.54842376553620e+04  2.54982784757058e+04 -2.56692449813322e+04
  5.21378668116990e+04  2.56421739497835e+04 -2.54839998963244e+04  2.54983037633242e+04 -2.56692123985265e+04
  5.21403523007361e+04  2.56425050405190e+04 -2.54836731265046e+04  2.54982310515731e+04 -2.56692242760842e+04
  5.21428377898472e+04  2.56419189423436e+04 -2.54839049581000e+04  2.54983302162711e+04 -2.56692556936210e+04
  5.21453232788566e+04  2.56424250419339e+04 -2.54833943958144e+04  2.54983139832346e+04 -2.56690900586559e+04
  5.21478087675774e+04  2.56420358269076e+04 -2.54834901234510e+04  2.54984229360800e+04 -2.56689029185729e+04
  5.21502942563876e+04  2.56420358269076e+04 -2.54834901234510e+04  2.54984229360800e+04 -2.56689029185729e+04
  5.21548125001956e+04  2.56420358269076e+04 -2.54834901234510e+04  2.54984229360800e+04 -2.56689029185729e+04
  5.21550486116829e+04  2.56161612668677e+04 -2.55066977364360e+04  2.54977932214246e+04 -2.56694310613998e+04
  5.21575341000439e+04  2.56164438338880e+04 -2.55064786437165e+04  2.54978962893440e+04 -2.56695012932959e+04
  5.21600195907362e+04  2.56161839911268e+04 -2.55066835455275e+04  2.54977621926947e+04 -2.56694840614874e+04
  5.21625050799455e+04  2.56162366321133e+04 -2.55065361915336e+04  2.54982118517366e+04 -2.56693108102560e+04
  5.21666250008274e+04  2.56162366321133e+04 -2.55065361915336e+04  2.54982118517366e+04 -2.56693108102560e+04
  5.21673750002014e+04  2.56164503334281e+04 -2.55064351611669e+04  2.54987376936322e+04 -2.56687588386709e+04
  5.21698604893460e+04  2.56161875423074e+04 -2.55064918810400e+04  2.54989973100960e+04 -2.56685028586432e+04
  5.21723459805693e+04  2.56161967581128e+04 -2.55066470049913e+04  2.54994981652373e+04 -2.56679405532319e+04
  5.21748314702940e+04  2.56164044676256e+04 -2.55064132714765e+04  2.54996958788256e+04 -2.56676407673471e+04
  5.21773169601007e+04  2.56164044676256e+04 -2.55064132714765e+04  2.54996958788256e+04 -2.56676407673471e+04
  5.21798024514017e+04  2.56166692493685e+04 -2.55058519380522e+04  2.55000798626142e+04 -2.56673096163005e+04
  5.21822879414837e+04  2.56166687602741e+04 -2.55058410495981e+04  2.55001113473888e+04 -2.56673830857969e+04
  5.21847734316793e+04  2.56166078064685e+04 -2.55058354323797e+04  2.55001239592113e+04 -2.56672069051441e+04
  5.21872589219467e+04  2.56170534319311e+04 -2.55052240738687e+04  2.55002626395948e+04 -2.56671489421098e+04
  5.21897444123183e+04  2.56170180783282e+04 -2.55055266496151e+04  2.55002986451422e+04 -2.56671213324604e+04
  5.21922299051561e+04  2.56165786606234e+04 -2.55062447681749e+04  2.55002762013082e+04 -2.56671732815622e+04
  5.21947153959120e+04  2.56173935523864e+04 -2.55056236630499e+04  2.55002688928891e+04 -2.56671780717269e+04
  5.21972008868691e+04  2.56176528989966e+04 -2.55055115551217e+04  2.55001982251958e+04 -2.56671799159599e+04
  5.21996863790278e+04  2.56176194279965e+04 -2.55052540708030e+04  2.55002456813205e+04 -2.56671939695191e+04
  5.22021718702684e+04  2.56177398685104e+04 -2.55052750004856e+04  2.55003304504216e+04 -2.56671033648214e+04
  5.22046573617455e+04  2.56177877044177e+04 -2.55050581156638e+04  2.55002717499879e+04 -2.56671908081796e+04
  5.22071428530810e+04  2.56181081574094e+04 -2.55049933214643e+04  2.55001687271375e+04 -2.56671760538378e+04
  5.22096283467593e+04  2.56178652755876e+04 -2.55052215476046e+04  2.55002185785886e+04 -2.56673339749372e+04
  5.22121138394687e+04  2.56180422757739e+04 -2.55051406611603e+04  2.55003316724800e+04 -2.56673980971339e+04
  5.22145993302874e+04  2.56180287260299e+04 -2.55050965821992e+04  2.55003169648832e+04 -2.56673437533419e+04
  5.22186875000291e+04  2.56180287260299e+04 -2.55050965821992e+04  2.55003169648832e+04 -2.56673437533419e+04
  5.22200000009792e+04  2.56180287260299e+04 -2.55050965821992e+04  2.55003169648832e+04 -2.56673437533419e+04
  5.22224854929304e+04  2.56193685702986e+04 -2.55044140403280e+04  2.55002117678471e+04 -2.56676435565109e+04
  5.22259583343100e+04  2.56193685702986e+04 -2.55044140403280e+04  2.55002117678471e+04 -2.56676435565109e+04
