  5.21309998712442e+04 -3.21343227414296e+04  3.17684100874244e+04  3.17190340902129e+04 -3.22275246272353e+04
  5.21341067324560e+04 -3.21341650593483e+04  3.17687000374912e+04  3.17188543114423e+04 -3.22278308635735e+04
  5.21372135938009e+04 -3.21341178153750e+04  3.17687500900050e+04  3.17189108979109e+04 -3.22278569961037e+04
  5.21403204550925e+04 -3.21339846036929e+04  3.17688519639663e+04  3.17188772956675e+04 -3.22282576788569e+04
  5.21434273164618e+04 -3.21339618570447e+04  3.17688763631914e+04  3.17189915014680e+04 -3.22286929480067e+04
  5.21465341777269e+04 -3.21338943272726e+04  3.17688359636528e+04  3.17190979834951e+04 -3.22288621005668e+04
  5.21496410384886e+04 -3.21338943272726e+04  3.17688359636528e+04  3.17190979834951e+04 -3.22288621005668e+04
  5.21527478991516e+04 -3.21336074496185e+04  3.17687536190161e+04  3.17194494338046e+04 -3.22298816266243e+04
  5.21558547593262e+04 -3.21338499365809e+04  3.17686195426789e+04  3.17196984005552e+04 -3.22302921330114e+04
  5.21589616204249e+04 -3.21339098835350e+04  3.17684703156993e+04  3.17199355124388e+04 -3.22304081609101e+04
  5.21620684833589e+04 -3.21338866420539e+04  3.17687245399843e+04  3.17197720028011e+04 -3.22309243180087e+04
  5.21666250005311e+04 -3.21338866420539e+04  3.17687245399843e+04  3.17197720028011e+04 -3.22309243180087e+04
  5.21673750007940e+04 -3.21338433793298e+04  3.17684463568402e+04  3.17198622372577e+04 -3.22314651847643e+04
  5.21704818623137e+04 -3.21336729013105e+04  3.17683124699451e+04  3.17198546758429e+04 -3.22321102859082e+04
  5.21735887260267e+04 -3.21337680980814e+04  3.17681536588617e+04  3.17199403303592e+04 -3.22323152246575e+04
  5.21766955882929e+04 -3.21337680980814e+04  3.17681536588617e+04  3.17199403303592e+04 -3.22323152246575e+04
  5.21798024519943e+04 -3.21340117175000e+04  3.17679652954732e+04  3.17198465444366e+04 -3.22330137568263e+04
  5.21829093146226e+04 -3.21342003708045e+04  3.17679075572100e+04  3.17198903416074e+04 -3.22332437968570e+04
  5.21860161773725e+04 -3.21341696719289e+04  3.17678076638408e+04  3.17198181737609e+04 -3.22335506199330e+04
  5.21891230403599e+04 -3.21342991496268e+04  3.17676118519111e+04  3.17198941845484e+04 -3.22337190321264e+04
  5.21922299057487e+04 -3.21343639249114e+04  3.17674218447749e+04  3.17196565725113e+04 -3.22342594471792e+04
  5.21953367693110e+04 -3.21343535973434e+04  3.17673802117350e+04  3.17197956977834e+04 -3.22345685184914e+04
  5.21984436333031e+04 -3.21346100328094e+04  3.17673085011829e+04  3.17196179788749e+04 -3.22349960214993e+04
  5.22015504979757e+04 -3.21345608054941e+04  3.17671725608804e+04  3.17196539445612e+04 -3.22350378890954e+04
  5.22046573623381e+04 -3.21347642336755e+04  3.17671647607976e+04  3.17196342476193e+04 -3.22352997920053e+04
  5.22077642264907e+04 -3.21349169671939e+04  3.17669274338361e+04  3.17195232666015e+04 -3.22357279330860e+04
  5.22108710936101e+04 -3.21348774874561e+04  3.17668709570959e+04  3.17193662771298e+04 -3.22361569979010e+04
  5.22139779578335e+04 -3.21348757158675e+04  3.17667236066785e+04  3.17193774629371e+04 -3.22362060941017e+04
  5.22186875009179e+04 -3.21348757158675e+04  3.17667236066785e+04  3.17193774629371e+04 -3.22362060941017e+04
  5.22200000006829e+04 -3.21348757158675e+04  3.17667236066785e+04  3.17193774629371e+04 -3.22362060941017e+04
  5.22231068656968e+04 -3.21357091006331e+04  3.17663144181582e+04  3.17191115244311e+04 -3.22368793894223e+04
  5.22262137308080e+04 -3.21357713171524e+04  3.17660500116889e+04  3.17189953726833e+04 -3.22371103525336e+04
  5.22293205991366e+04 -3.21358513759959e+04  3.17659924670958e+04  3.17189446347459e+04 -3.22375042453096e+04
  5.22324274653415e+04 -3.21360684808607e+04  3.17658279063528e+04  3.17188816456233e+04 -3.22377125649138e+04
  5.22355343328610e+04 -3.21360684808607e+04  3.17658279063528e+04  3.17188816456233e+04 -3.22377125649138e+04
  5.22386411997548e+04 -3.21363578591991e+04  3.17655588544259e+04  3.17185971893861e+04 -3.22384626873932e+04
  5.22417480666679e+04 -3.21364489833810e+04  3.17654506460003e+04  3.17185488602526e+04 -3.22386705382393e+04
  5.22448549348970e+04 -3.21366854143251e+04  3.17652955933785e+04  3.17183349544453e+04 -3.22388790181199e+04
  5.22479618024852e+04 -3.21368227184822e+04  3.17650978514451e+04  3.17182694642875e+04 -3.22389984775080e+04
  5.22510686714549e+04 -3.21369936256628e+04  3.17649566914597e+04  3.17182135265347e+04 -3.22392797903071e+04
  5.22541755393425e+04 -3.21372229000936e+04  3.17648120139086e+04  3.17178888435064e+04 -3.22396963810088e+04
  5.22572824072826e+04 -3.21372792481592e+04  3.17647112316433e+04  3.17179208284796e+04 -3.22396743523643e+04
  5.22603892752302e+04 -3.21375107028224e+04  3.17645376413722e+04  3.17177847612282e+04 -3.22401993312783e+04
  5.22634961449202e+04 -3.21376142817185e+04  3.17644803841611e+04  3.17177528433553e+04 -3.22403833772935e+04
  5.22666030135590e+04 -3.21377916666946e+04  3.17643024027318e+04  3.17176085858472e+04 -3.22406813100442e+04
  5.22697098821921e+04 -3.21379927440038e+04  3.17642910310546e+04  3.17175021435516e+04 -3.22409915072193e+04
