52130.99987124419	25669.60967998182
52131.041542048566	25669.62855293426
52131.08321262058	25669.672027663222
52131.124883424956	25669.672086188817
52131.1665539979	25669.622004945504
52131.20822480321	25669.58915361395
52131.24989537848	25669.567219034914
52131.29156618519	25669.597145377225
52131.33323676139	25669.62361600475
52131.3749075681	25669.573366408255
52131.41657814244	25669.493728874277
52131.458248950075	25669.505838291872
52131.49991975678	25669.568096596216
52131.54159033112	25669.522673937234
52131.58326114016	25669.529163254152
52131.62493171403	25669.496791548198
52131.66660252446	25669.45984689212
52131.708273099735	25669.47476398798
52131.74994390737	25669.455252444248
52131.79159670696	25669.46602118114
52131.83324973704	25669.467791911797
52131.87490253709	25669.465415267685
52131.91655556951	25669.445134287103
52131.95820836816	25669.409845635535
52131.99986126367	25669.40775004812
52132.041532072704	25669.385686095102
52132.083202883136	25669.391399002216
52132.12487346167	25669.4439695568
52132.1665442721	25669.46061725297
52132.2082148497	25669.468463922778
52132.24988566106	25669.51001457113
52132.2915562382	25669.5170927838
52132.33322704956	25669.484894768593
52132.37489762716	25669.486000007968
52132.41656843852	25669.503169788353
52132.45823901752	25669.51748904385
52132.49990982888	25669.527217672596
52132.541580407415	25669.492191022135
52132.58325121878	25669.458809084255
52132.624921798706	25669.446039274117
52132.66659261007	25669.474033564948
52132.70826318767	25669.52669011128
52132.749933997635	25669.515520222343
52132.87489286205	25669.427048058744
52132.9165456607	25669.432013911668
52132.95819869451	25669.419052395846
52132.999851493165	25669.42800097021
52133.04152230313	25669.44749537417
52133.08319288213	25669.441786710482
52133.124863692094	25669.470991778162
52133.166534270626	25669.475036487493
52133.20820508106	25669.4595010856
52133.24987565959	25669.479731342057
52133.29154647095	25669.462857574126
52133.33321704995	25669.476845150846
52133.37488786224	25669.489473062527
52133.41655843984	25669.479714200323
52133.45822924981	25669.47730120586
52133.49990006117	25669.48093619385
52133.54157063877	25669.504264595675
52133.583241447806	25669.53502145145
52133.624912026804	25669.483379615765
52133.66658283584	25669.38670849317
52133.70825341297	25669.37726318119
52133.749924223404	25669.43453134433
52133.791577024385	25669.50710565391
52133.8332300568	25669.53987923812
52133.87488285545	25669.45719487754
52133.91653588647	25669.37716767521
52133.95818868419	25669.325567156422
52133.99984171428	25669.298604831114
52134.04151228955	25669.35257809896
52134.08318309719	25669.36764391855
52134.12485367339	25669.307701019767
52134.166524482425	25669.281100669934
52134.20819529146	25669.34549595226
52134.24986586906	25669.36783833862
52134.291536678094	25669.364915173373
52134.333207255695	25669.353365193885
52134.374878066126	25669.30912270875
52134.41654864373	25669.284118503067
52134.45821945509	25669.24983078613
52134.499890032224	25669.248882925043
52134.54156084359	25669.333392444416
52134.58323142119	25669.324768838924
52134.62490223162	25669.287908939656
52134.66657281015	25669.267665071406
52134.708243619185	25669.232311015694
52134.749914199114	25669.24405677332
52134.79156723246	25669.25382530854
52134.83322003251	25669.257842401
52134.874873065855	25669.25628077364
52134.91652609827	25669.286285232487
52134.95817889692	25669.333086012277
52134.999831928406	25669.33845072007
52135.04150250368	25669.28792459532
52135.083173313644	25669.29979219661
52135.12484388985	25669.310210262203
52135.16651469888	25669.269140484994
52135.20818527648	25669.23923757214
52135.24985608691	25669.246460736285
52135.291526664514	25669.257732650447
52135.33319747448	25669.264130471518
52135.37486805301	25669.251098684803
52135.41653886577	25669.233516327706
52135.458209441975	25669.22104946471
52135.499880254734	25669.24833478401
52135.541550832335	25669.26660970695
52135.5832216437	25669.238690027723
52135.62489245506	25669.211163767068
52135.66656303359	25669.18150697272
52135.708233844955	25669.19247612317
52135.749904422555	25669.252240789676
52135.79155745497	25669.266230119916
52135.83321025688	25669.301420806765
52135.8748632893	25669.23485452426
