  5.21309998712442e+04  3.73797750473022e+00  5.52113447338343e-03 -1.00926280021667e+00  0.00000000000000e+00
  5.21334853602328e+04  3.74727416038513e+00  5.74629195034504e-03 -1.05277585983276e+00  0.00000000000000e+00
  5.21359708491665e+04  3.73420119285583e+00  4.38751513138413e-03 -1.15154719352722e+00  0.00000000000000e+00
  5.21384563382441e+04  3.73525261878967e+00  5.18617685884237e-03 -1.07573628425598e+00  0.00000000000000e+00
  5.21409418273485e+04  3.72867321968079e+00  4.42142877727747e-03 -1.15421712398529e+00  0.00000000000000e+00
  5.21434273164618e+04  3.72050762176514e+00  7.28790136054158e-03 -1.01133680343628e+00  0.00000000000000e+00
  5.21459128054655e+04  3.72909259796143e+00  4.88012656569481e-03 -1.16051685810089e+00  0.00000000000000e+00
  5.21483982941978e+04  3.73229384422302e+00  5.43873105198145e-03 -1.06514859199524e+00  0.00000000000000e+00
  5.21508837829745e+04  3.72876358032227e+00  4.55787451937795e-03 -1.08744883537292e+00  0.00000000000000e+00
  5.21533692710499e+04  3.72184038162231e+00  3.93142178654671e-03 -1.23357844352722e+00  0.00000000000000e+00
  5.21558547593262e+04  3.72503590583801e+00  4.07506385818124e-03 -1.15165877342224e+00  0.00000000000000e+00
  5.21583402480857e+04  3.72649645805359e+00  5.21139893680811e-03 -1.12331354618073e+00  0.00000000000000e+00
  5.21608257388101e+04  3.72201704978943e+00  3.85092757642269e-03 -1.27217555046082e+00  0.00000000000000e+00
  5.21633112280231e+04  3.72143316268921e+00  4.39627934247255e-03 -1.15461766719818e+00  0.00000000000000e+00
  5.21666250008274e+04  0.00000000000000e+00  1.24926371499896e-02 -8.23561906814575e-01  0.00000000000000e+00
  5.21673750002014e+04  3.71137309074402e+00  4.78285690769553e-03 -1.02588307857513e+00  0.00000000000000e+00
  5.21698604893460e+04  3.72445535659790e+00  4.47966484352946e-03 -1.18953931331635e+00  0.00000000000000e+00
  5.21723459805693e+04  3.71394491195679e+00  4.31089662015438e-03 -1.22083532810211e+00  0.00000000000000e+00
  5.21748314702940e+04  3.71591019630432e+00  4.33653313666582e-03 -1.17960047721863e+00  0.00000000000000e+00
  5.21773169601007e+04  3.70813107490540e+00  4.44651208817959e-03 -1.15758824348450e+00  0.00000000000000e+00
  5.21798024514017e+04  3.71267724037170e+00  4.89649130031466e-03 -9.77828562259674e-01  0.00000000000000e+00
  5.21822879414837e+04  3.70938944816589e+00  5.43131167069077e-03 -1.05929195880890e+00  0.00000000000000e+00
  5.21847734316793e+04  3.71438097953796e+00  4.32761246338487e-03 -1.16890966892242e+00  0.00000000000000e+00
  5.21872589219467e+04  3.70968270301819e+00  5.37363672628999e-03 -1.02562665939331e+00  0.00000000000000e+00
  5.21897444123183e+04  3.71239304542542e+00  5.22881466895342e-03 -1.07679963111877e+00  0.00000000000000e+00
