  5.21309998712442e+04  9.56876552663743e-04  4.56694251624867e-04  3.14139993861318e-04  8.00133915618062e-04
  5.21341067324560e+04  8.18484986666590e-04  4.62104799225926e-04  4.87461482407525e-04  7.47269601561129e-04
  5.21372135938009e+04  1.69915473088622e-03  6.65980682242662e-04  4.48376376880333e-04  9.31991671677679e-04
  5.21403204550925e+04  8.99391132406890e-04  6.62419304717332e-04  4.39149822341278e-04  7.59395188651979e-04
  5.21434273164618e+04  8.29968776088208e-04  8.23197711724788e-04  4.25943871960044e-04  7.27693550288677e-04
  5.21465341777269e+04  8.69516865350306e-04  4.05021477490664e-04  3.51267575751990e-04  8.15451436210424e-04
  5.21496410384886e+04  1.10765814315528e-03  2.53673503175378e-03  1.76924895640695e-05  2.66893766820431e-03
  5.21527478991516e+04  9.45627805776894e-04  4.28740429924801e-04  3.53420735336840e-04  9.40364203415811e-04
  5.21558547593262e+04  8.57656472362578e-04  4.83076990349218e-04  4.95472690090537e-04  6.55208656098694e-04
  5.21589616204249e+04  6.17895624600351e-04  5.59637788683176e-04  2.69776530331001e-04  8.81373824086040e-04
  5.21620684833589e+04  9.44130355492234e-04  5.96710189711303e-04  4.42400894826278e-04  7.98863824456930e-04
  5.21666250005311e+04  1.05062325019389e-03  4.68631158582866e-04  6.87437015585601e-04  8.44494614284486e-04
  5.21673750007940e+04  7.23970239050686e-04  4.63618460344151e-04  4.22794546466321e-04  8.73921846505255e-04
  5.21704818623137e+04  8.99432983715087e-04  9.51870810240507e-04  4.40268486272544e-04  7.59689777623862e-04
  5.21735887260267e+04  9.80206183157861e-04  4.11172426538542e-04  5.15547639224678e-04  5.89589646551758e-04
  5.21766955882929e+04  8.86296911630780e-04  8.44747701194137e-04  3.87303414754570e-04  5.84321911446750e-04
  5.21798024519943e+04  9.03022591955960e-04  4.79867449030280e-04  2.82813794910908e-04  6.84828148223460e-04
  5.21829093146226e+04  9.59468772634864e-04  4.57248970633373e-04  5.07291988469660e-04  6.85108592733741e-04
  5.21860161773725e+04  6.16167671978474e-04  4.41326614236459e-04  5.55949693080038e-04  6.91233668476343e-04
  5.21891230403599e+04  1.14461826160550e-03  6.81848963722587e-04  5.00895665027201e-04  8.59566847793758e-04
  5.21922299057487e+04  9.03248670510948e-04  7.76728382334113e-04  4.58463851828128e-04  9.23927291296422e-04
  5.21953367693110e+04  9.77255403995514e-04  7.98564811702818e-04  4.30582207627594e-04  6.96037197485566e-04
  5.21984436333031e+04  8.05093033704907e-04  5.50451455637813e-04  3.78106778953224e-04  8.71300464496017e-04
  5.22015504979757e+04  8.35529412142932e-04  6.59027777146548e-04  4.16150520322844e-04  5.78455394133925e-04
  5.22046573623381e+04  9.53192589804530e-04  6.88618805725127e-04  6.65632134769112e-04  6.16997014731169e-04
  5.22077642264907e+04  8.67201073560864e-04  6.61348458379507e-04  3.85399325750768e-04  7.34928238671273e-04
  5.22108710936101e+04  8.86102265212685e-04  6.97502458933741e-04  4.53800224931911e-04  6.38379890006036e-04
  5.22139779578335e+04  8.03349015768617e-04  5.94366458244622e-04  4.10233653383330e-04  5.91246178373694e-04
  5.22186875009179e+04  8.02820664830506e-04  6.07285706792027e-04  4.44510165834799e-04  7.04900070559233e-04
  5.22200000006829e+04  2.12083780206740e-03  8.52312776260078e-04  1.18403427768499e-03  1.05554633773863e-03
  5.22231068656968e+04  8.49166593980044e-04  5.74362755287439e-04  3.43060761224478e-04  8.34085978567600e-04
  5.22262137308080e+04  9.73474700003862e-04  5.27691678144038e-04  5.35002211108804e-04  4.69760852865875e-04
  5.22293205991366e+04  8.56316299177706e-04  6.63069076836109e-04  3.52415081579238e-04  6.17792306002229e-04
  5.22324274653415e+04  9.36850265134126e-04  4.76848072139546e-04  3.73551272787154e-04  5.55691251065582e-04
  5.22355343328610e+04  8.72512289788574e-04  5.08509343490005e-04  5.38742693606764e-04  7.55433458834887e-04
  5.22386411997548e+04  8.24147718958557e-04  6.26553839538246e-04  3.89430788345635e-04  5.26303017977625e-04
  5.22417480666679e+04  1.10521377064288e-03  5.79502258915454e-04  3.69667075574398e-04  5.84808352869004e-04
  5.22448549348970e+04  7.84902425948530e-04  4.76704153697938e-04  3.90395289286971e-04  7.03757628798485e-04
  5.22479618024852e+04  7.68220401369035e-04  6.68194436002523e-04  4.94595558848232e-04  7.28457933291793e-04
  5.22510686714549e+04  7.41955940611660e-04  5.48677227925509e-04  3.98929405491799e-04  7.44102057069540e-04
  5.22541755393425e+04  8.62685847096145e-04  7.46634439565241e-04  4.48263308499008e-04  7.85466807428747e-04
  5.22572824072826e+04  1.00376317277551e-03  5.61315973754972e-04  4.37607086496428e-04  7.84555042628199e-04
  5.22603892752302e+04  7.71081598941237e-04  6.21275859884918e-04  4.31460823165253e-04  6.54503062833101e-04
