  5.21309998712442e+04 -8.87547075748444e-01 -8.68856310844421e-01 -1.00570750236511e+00 -1.03808653354645e+00
  5.21347281046878e+04 -9.14913415908813e-01 -9.16649401187897e-01 -9.89828348159790e-01 -9.97964441776276e-01
  5.21384563382441e+04 -8.78913402557373e-01 -8.98424088954926e-01 -9.27665948867798e-01 -9.31332111358643e-01
  5.21421845719525e+04 -9.13469612598419e-01 -9.58942413330078e-01 -8.88058423995972e-01 -1.03505814075470e+00
  5.21459128054655e+04 -8.83465647697449e-01 -8.70129048824310e-01 -1.01712870597839e+00 -9.53871428966522e-01
  5.21496410384886e+04 -1.24483251571655e+00 -9.04788196086884e-01 -9.62702631950378e-01 -9.01209652423859e-01
  5.21533692710499e+04 -8.79455924034119e-01 -7.65120863914490e-01 -1.01104855537415e+00 -9.66907262802124e-01
  5.21570975034480e+04 -9.38060045242310e-01 -9.14461314678192e-01 -1.02124989032745e+00 -1.02477657794952e+00
  5.21608257388101e+04 -9.34891223907471e-01 -9.14136826992035e-01 -9.60886120796204e-01 -9.80522155761719e-01
  5.21666250005311e+04 -7.01137959957123e-01 -6.44704341888428e-01 -7.21798121929169e-01 -6.78010046482086e-01
  5.21673750004977e+04 -9.69264209270477e-01 -8.37705314159393e-01 -9.29794669151306e-01 -9.20559823513031e-01
  5.21711032361123e+04 -9.04368698596954e-01 -8.16768646240234e-01 -9.27798807621002e-01 -9.88299727439880e-01
  5.21748314705902e+04 -9.28324639797211e-01 -9.89330112934113e-01 -9.89400804042816e-01 -9.59159016609192e-01
  5.21785597052801e+04 -8.38422119617462e-01 -9.00528550148010e-01 -9.81091320514679e-01 -9.00685310363770e-01
  5.21822879417800e+04 -8.95249009132385e-01 -9.01613593101501e-01 -9.84543323516846e-01 -9.99660849571228e-01
  5.21860161770762e+04 -8.95389795303345e-01 -9.73537087440491e-01 -8.66987824440002e-01 -9.84118521213531e-01
  5.21897444126146e+04 -9.43594515323639e-01 -8.65546047687531e-01 -1.03231060504913e+00 -9.79039311408997e-01
  5.21934726508287e+04 -8.51621985435486e-01 -9.55823600292206e-01 -9.40981626510620e-01 -9.12669241428375e-01
  5.21972008871654e+04 -9.22373175621033e-01 -9.45600807666779e-01 -1.00764095783234e+00 -9.54867005348206e-01
