  5.21309998712442e+04  3.15015442544908e+04 -3.23513654183717e+04 -3.21627003275064e+04  3.16405712099825e+04
  5.21341067324560e+04  3.15013254628507e+04 -3.23504399050937e+04 -3.21627467929146e+04  3.16408952455062e+04
  5.21372135938009e+04  3.15011403468161e+04 -3.23503019022559e+04 -3.21626280271746e+04  3.16408571594474e+04
  5.21403204550925e+04  3.15009767400372e+04 -3.23504028444379e+04 -3.21625730208020e+04  3.16408211149285e+04
  5.21434273164618e+04  3.15005530228633e+04 -3.23503942091950e+04 -3.21624405553092e+04  3.16407999371933e+04
  5.21465341777269e+04  3.15002619674772e+04 -3.23504989561526e+04 -3.21625620535496e+04  3.16406022791482e+04
  5.21496410384886e+04  3.15002619674772e+04 -3.23504989561526e+04 -3.21625620535496e+04  3.16406022791482e+04
  5.21527478991516e+04  3.14994950533701e+04 -3.23508508345400e+04 -3.21631240889043e+04  3.16400255347804e+04
  5.21558547593262e+04  3.14990408807717e+04 -3.23512782433156e+04 -3.21632380642402e+04  3.16398763785998e+04
  5.21589616204249e+04  3.14985319886556e+04 -3.23510986329090e+04 -3.21634775050160e+04  3.16397358744421e+04
  5.21620684833589e+04  3.14983238810703e+04 -3.23512679748184e+04 -3.21634783693465e+04  3.16396985578624e+04
  5.21666250005311e+04  3.14983238810703e+04 -3.23512679748184e+04 -3.21634783693465e+04  3.16396985578624e+04
  5.21673750007940e+04  3.14979269184817e+04 -3.23515294448467e+04 -3.21635757612878e+04  3.16393548878201e+04
  5.21704818623137e+04  3.14974902278179e+04 -3.23516087785955e+04 -3.21638640393630e+04  3.16390025897910e+04
  5.21735887260267e+04  3.14970564171093e+04 -3.23518128818247e+04 -3.21637200178606e+04  3.16388695761389e+04
  5.21766955882929e+04  3.14970564171093e+04 -3.23518128818247e+04 -3.21637200178606e+04  3.16388695761389e+04
  5.21798024519943e+04  3.14963413104794e+04 -3.23522083424959e+04 -3.21643473672279e+04  3.16386272973461e+04
  5.21829093146226e+04  3.14965273721757e+04 -3.23521451428509e+04 -3.21643439054139e+04  3.16385477262168e+04
  5.21860161773725e+04  3.14961869913929e+04 -3.23523773915606e+04 -3.21647122966745e+04  3.16382417818028e+04
  5.21891230403599e+04  3.14956894447295e+04 -3.23527178199300e+04 -3.21648741029733e+04  3.16380586961402e+04
  5.21922299057487e+04  3.14954129364390e+04 -3.23525279050966e+04 -3.21650004383956e+04  3.16380377660324e+04
  5.21953367693110e+04  3.14947305437359e+04 -3.23528400805849e+04 -3.21651665942005e+04  3.16377665082580e+04
  5.21984436333031e+04  3.14946742161682e+04 -3.23526778773095e+04 -3.21654112632405e+04  3.16376669594823e+04
  5.22015504979757e+04  3.14942697434174e+04 -3.23530381881698e+04 -3.21653950870915e+04  3.16375805317322e+04
