  5.21309998712442e+04 -1.26777782176019e+04  1.29371801737752e+04 -1.27356433468331e+04  1.26976718477027e+04
  5.21334853602328e+04 -1.26777534365354e+04  1.29374929513799e+04 -1.27355965866854e+04  1.26976697429888e+04
  5.21359708491665e+04 -1.26778947848870e+04  1.29374774840190e+04 -1.27352324621469e+04  1.26972798470217e+04
  5.21384563382441e+04 -1.26778725626914e+04  1.29373930995362e+04 -1.27347124712952e+04  1.26968680329105e+04
  5.21409418273485e+04 -1.26780993885494e+04  1.29373861210432e+04 -1.27347077881068e+04  1.26968342374484e+04
  5.21434273164618e+04 -1.26781176569009e+04  1.29375805163724e+04 -1.27345612416196e+04  1.26966851400134e+04
  5.21459128054655e+04 -1.26782811535110e+04  1.29374976718213e+04 -1.27344561240151e+04  1.26967277671750e+04
  5.21483982941978e+04 -1.26782811535110e+04  1.29374976718213e+04 -1.27344561240151e+04  1.26967277671750e+04
  5.21508837829745e+04 -1.26782811535110e+04  1.29374976718213e+04 -1.27344561240151e+04  1.26967277671750e+04
  5.21533692710499e+04 -1.26782859929136e+04  1.29372162358274e+04 -1.27339832919761e+04  1.26964187357145e+04
  5.21558547593262e+04 -1.26785693400402e+04  1.29370148771138e+04 -1.27342593583866e+04  1.26966812361855e+04
  5.21583402480857e+04 -1.26782964167414e+04  1.29370708034124e+04 -1.27336606151965e+04  1.26963478177551e+04
  5.21608257388101e+04 -1.26783016553100e+04  1.29369657630763e+04 -1.27334386719707e+04  1.26960559971359e+04
  5.21633112280231e+04 -1.26785891068974e+04  1.29369283547022e+04 -1.27330839281685e+04  1.26958144175884e+04
  5.21666250002348e+04 -1.26785891068974e+04  1.29369283547022e+04 -1.27330839281685e+04  1.26958144175884e+04
  5.21673750002014e+04 -1.26786606871305e+04  1.29371170265982e+04 -1.27330114663539e+04  1.26957626623239e+04
  5.21698604893460e+04 -1.26785082013236e+04  1.29365883636516e+04 -1.27329760175563e+04  1.26956614455049e+04
  5.21723459805693e+04 -1.26786730824906e+04  1.29364951030456e+04 -1.27329857816298e+04  1.26955459674122e+04
  5.21748314702940e+04 -1.26787767585054e+04  1.29366626193147e+04 -1.27328146363652e+04  1.26954026031845e+04
  5.21773169601007e+04 -1.26787767585054e+04  1.29366626193147e+04 -1.27328146363652e+04  1.26954026031845e+04
  5.21798024514017e+04 -1.26788783067690e+04  1.29366861601304e+04 -1.27330578441714e+04  1.26954445187984e+04
  5.21822879414837e+04 -1.26790745127935e+04  1.29367778974325e+04 -1.27327639669682e+04  1.26952603540334e+04
  5.21847734316793e+04 -1.26787714692455e+04  1.29366466762647e+04 -1.27326245271470e+04  1.26950328147683e+04
  5.21872589219467e+04 -1.26787786051438e+04  1.29365609515261e+04 -1.27322070400135e+04  1.26947782930039e+04
  5.21897444123183e+04 -1.26788090970323e+04  1.29362634094572e+04 -1.27323930706009e+04  1.26947601204759e+04
  5.21922299051561e+04 -1.26788608190699e+04  1.29367493579025e+04 -1.27321730088024e+04  1.26945126126715e+04
  5.21947153959120e+04 -1.26787765786294e+04  1.29362179012710e+04 -1.27317586963052e+04  1.26941819958944e+04
  5.21972008868691e+04 -1.26790129016487e+04  1.29365152262411e+04 -1.27318877540056e+04  1.26943175911400e+04
  5.21996863790278e+04 -1.26790212628959e+04  1.29363242257305e+04 -1.27316000058743e+04  1.26941662082779e+04
  5.22021718702684e+04 -1.26789718147178e+04  1.29364828077075e+04 -1.27316964899283e+04  1.26941243761016e+04
  5.22046573617455e+04 -1.26786419439524e+04  1.29358708072380e+04 -1.27320165581651e+04  1.26943433508000e+04
  5.22071428530810e+04 -1.26787287927544e+04  1.29359529426088e+04 -1.27319126739379e+04  1.26940911437425e+04
  5.22096283467593e+04 -1.26786624673630e+04  1.29358709340332e+04 -1.27319438053942e+04  1.26941737927012e+04
  5.22121138394687e+04 -1.26787983565090e+04  1.29360630011122e+04 -1.27321051283658e+04  1.26941868311756e+04
  5.22145993302874e+04 -1.26787255279822e+04  1.29356791979190e+04 -1.27317067527553e+04  1.26939509943806e+04
  5.22186875000291e+04 -1.26787255279822e+04  1.29356791979190e+04 -1.27317067527553e+04  1.26939509943806e+04
  5.22200000003866e+04 -1.26787255279822e+04  1.29356791979190e+04 -1.27317067527553e+04  1.26939509943806e+04
  5.22224854923378e+04 -1.26785485851456e+04  1.29357052470394e+04 -1.27316621588252e+04  1.26936217852873e+04
  5.22249709846009e+04 -1.26788333982333e+04  1.29354899285502e+04 -1.27319520018813e+04  1.26937959439096e+04
  5.22274564790914e+04 -1.26787326720887e+04  1.29354719703432e+04 -1.27315289414591e+04  1.26933714508868e+04
  5.22299419719370e+04 -1.26787676881351e+04  1.29355646406160e+04 -1.27316572796376e+04  1.26935785390041e+04
  5.22324274650452e+04 -1.26787819150476e+04  1.29354380128077e+04 -1.27315488976639e+04  1.26934139282350e+04
  5.22349129592338e+04 -1.26785927276799e+04  1.29352889364404e+04 -1.27316309525407e+04  1.26934842422966e+04
  5.22373984528044e+04 -1.26785927276799e+04  1.29352889364404e+04 -1.27316309525407e+04  1.26934842422966e+04
  5.22398839463542e+04 -1.26787514824298e+04  1.29352039407761e+04 -1.27311459683427e+04  1.26931432398184e+04
  5.22423694396595e+04 -1.26785451347232e+04  1.29348590901391e+04 -1.27311130811083e+04  1.26930315209200e+04
  5.22448549346007e+04 -1.26785972077119e+04  1.29348135113843e+04 -1.27311372328771e+04  1.26929872552531e+04
  5.22473404285729e+04 -1.26783064525695e+04  1.29344614533668e+04 -1.27309387213347e+04  1.26927955663553e+04
  5.22498259227721e+04 -1.26784406951255e+04  1.29346627003850e+04 -1.27308605582354e+04  1.26928431763055e+04
  5.22523114181782e+04 -1.26783835145753e+04  1.29345988487672e+04 -1.27307168517074e+04  1.26926206307081e+04
  5.22547969126725e+04 -1.26783443035127e+04  1.29346508327350e+04 -1.27307194978546e+04  1.26927173162050e+04
  5.22572824069863e+04 -1.26783931130805e+04  1.29343174415850e+04 -1.27310171075441e+04  1.26929129354713e+04
