  5.21309998712442e+04  1.25398696400225e-03  1.01582764182240e-03  6.38717145193368e-04  5.61282271519303e-04
  5.21341067324560e+04  1.63006258662790e-03  1.21572264470160e-03  6.17407320532948e-04  5.15662541147321e-04
  5.21372135938009e+04  1.30355905275792e-03  1.18515104986727e-03  7.32919143047184e-04  7.45792873203754e-04
  5.21403204550925e+04  9.32642666157335e-04  1.22028111945838e-03  3.90380650060251e-04  8.04310722742230e-04
  5.21434273164618e+04  1.52119516860694e-03  1.50794570799917e-03  5.36742038093507e-04  5.32323319930583e-04
  5.21465341777269e+04  1.16810225881636e-03  1.70201517175883e-03  9.89356311038136e-04  6.03274675086141e-04
  5.21496410384886e+04  1.01116090081632e-03  1.05918687768281e-03  1.33879354689270e-03  7.24396784789860e-04
  5.21527478991516e+04  1.07280234806240e-03  1.09508680179715e-03  6.50156405754387e-04  7.54476699512452e-04
  5.21558547593262e+04  1.15461426321417e-03  1.48138951044530e-03  5.91510848607868e-04  6.48205401375890e-04
  5.21589616204249e+04  1.05878652539104e-03  1.11153896432370e-03  7.57620728109032e-04  7.78630434069782e-04
  5.21620684833589e+04  1.33832532446831e-03  1.11318205017596e-03  5.16382337082177e-04  6.67582440655679e-04
  5.21666250005311e+04  1.39361049514264e-03  1.26550311688334e-03  5.96401048824191e-04  6.73066999297589e-04
  5.21673750007940e+04  9.78209660388529e-04  1.35179876815528e-03  5.07660093717277e-04  1.14582758396864e-03
  5.21704818623137e+04  1.82691100053489e-03  1.37634295970201e-03  8.19541339296848e-04  8.30850040074438e-04
  5.21735887260267e+04  1.29461672622710e-03  1.00545387249440e-03  5.34797844011337e-04  5.13975799549371e-04
  5.21766955882929e+04  4.88221785053611e-03  3.87339224107563e-03  6.34106516372412e-04  1.27057335339487e-03
  5.21798024519943e+04  1.59486685879529e-03  1.50511495303363e-03  7.48926249798387e-04  6.65082130581141e-04
  5.21829093146226e+04  1.25897920224816e-03  1.22841983102262e-03  5.21403795573860e-04  6.19941100012511e-04
  5.21860161773725e+04  1.17488170508295e-03  1.22394005302340e-03  6.22478604782373e-04  5.60781336389482e-04
  5.21891230403599e+04  1.06380705256015e-03  1.39765453059226e-03  6.32833223789930e-04  5.91703807003796e-04
  5.21922299057487e+04  1.20285269804299e-03  1.48114003241062e-03  6.32338749710470e-04  7.29826570022851e-04
  5.21953367693110e+04  1.26083032228053e-03  1.14516878966242e-03  6.20191625785083e-04  7.73618638049811e-04
  5.21984436333031e+04  1.36161176487803e-03  1.43771572038531e-03  7.02098594047129e-04  5.41413552127779e-04
  5.22015504979757e+04  1.14322581794113e-03  1.37773028109223e-03  4.94465057272464e-04  5.91644493397325e-04
  5.22046573623381e+04  1.16146961227059e-03  1.04682391975075e-03  8.01310292445123e-04  7.35186156816781e-04
  5.22077642264907e+04  1.26890186220407e-03  1.14879920147359e-03  5.67026436328888e-04  5.39655331522226e-04
  5.22108710936101e+04  1.17694074288011e-03  1.58631999511272e-03  5.94199344050139e-04  5.81310654524714e-04
  5.22139779578335e+04  1.25196506269276e-03  1.11268297769129e-03  7.20129231922328e-04  5.01623377203941e-04
  5.22186875009179e+04  1.21995294466615e-03  1.16904231254011e-03  6.24542648438364e-04  6.72465888783336e-04
  5.22200000006829e+04  2.92820157483220e-03  4.27622161805630e-03  3.90393240377307e-03  2.22952361218631e-03
  5.22231068656968e+04  1.26161822117865e-03  1.32748449686915e-03  5.47315052244812e-04  7.19867181032896e-04
  5.22262137308080e+04  1.19981064926833e-03  1.13956781569868e-03  6.49018911644816e-04  5.48560696188360e-04
  5.22293205991366e+04  1.14364305045456e-03  1.25911238137633e-03  5.71857206523418e-04  7.11318047251552e-04
  5.22324274653415e+04  1.39453471638262e-03  1.39451446011662e-03  5.49987598787993e-04  6.25927350483835e-04
  5.22355343328610e+04  1.42290431540459e-03  1.25959143042564e-03  5.33747544977814e-04  5.21540467161685e-04
  5.22386411997548e+04  1.31790433079004e-03  1.43268017563969e-03  6.22240710072219e-04  5.44486218132079e-04
  5.22417480666679e+04  1.40737299807370e-03  1.01482204627246e-03  5.03526534885168e-04  5.77729195356369e-04
  5.22448549348970e+04  1.03574129752815e-03  1.32176931947470e-03  5.53783844225109e-04  5.80838648602366e-04
  5.22479618024852e+04  1.24944117851555e-03  1.15964876022190e-03  5.67489478271455e-04  5.94453886151314e-04
  5.22510686714549e+04  1.17418426088989e-03  1.02028646506369e-03  5.87439455557615e-04  7.33123684767634e-04
  5.22541755393425e+04  1.31364876870066e-03  1.29146594554186e-03  4.42562741227448e-04  5.86247653700411e-04
  5.22572824072826e+04  1.28424051217735e-03  1.25081243459135e-03  6.89085107296705e-04  6.05213746894151e-04
  5.22603892752302e+04  1.32691184990108e-03  1.09146989416331e-03  6.45532098133117e-04  6.63842656649649e-04
  5.22634961449202e+04  1.36925047263503e-03  1.20046304073185e-03  7.01502605807036e-04  6.07766851317137e-04
  5.22666030135590e+04  1.14778289571404e-03  1.13177218008786e-03  5.27769909240305e-04  7.07418017555028e-04
  5.22697098821921e+04  1.20392302051187e-03  1.23599101789296e-03  6.01438106968999e-04  7.03511817846447e-04
  5.22728167506877e+04  1.30526896100491e-03  1.01633288431913e-03  4.93398692924529e-04  6.29388028755784e-04
  5.22759236213679e+04  1.35880452580750e-03  1.23313674703240e-03  7.11516186129302e-04  6.18878519162536e-04
  5.22790304904745e+04  1.19337777141482e-03  8.68694914970547e-04  4.75678651127964e-04  4.43983328295872e-04
  5.22821373599340e+04  1.35319470427930e-03  1.24806282110512e-03  6.97137904353440e-04  6.59764686133713e-04
  5.22852442291573e+04  1.07268721330911e-03  1.40578765422106e-03  6.21829472947866e-04  6.27748668193817e-04
  5.22906250006377e+04  1.01429433561862e-03  1.27810169942677e-03  5.84974011871964e-04  5.23390714079142e-04
  5.22909791668705e+04  1.32977613247931e-03  1.08539219945669e-03  5.10532176122069e-04  6.21942919678986e-04
  5.22940860361052e+04  1.37021765112877e-03  1.16773729678243e-03  6.01140141952783e-04  6.23734958935529e-04
  5.22971929055671e+04  1.20195862837136e-03  1.45771738607436e-03  8.55977996252477e-04  8.03890172392130e-04
  5.23002997749606e+04  1.21363427024335e-03  1.26806972548366e-03  6.13632146269083e-04  5.75121608562768e-04
  5.23034066455555e+04  1.20230391621590e-03  1.26553233712912e-03  4.94061328936368e-04  5.29802171513438e-04
  5.23065135151250e+04  1.34493492078036e-03  1.49218656588346e-03  6.71319023240358e-04  6.28313864581287e-04
  5.23096203838263e+04  1.65603030472994e-03  1.17648323066533e-03  5.18320011906326e-04  7.05845304764807e-04
  5.23127272533183e+04  1.26375968102366e-03  1.02370360400528e-03  5.79931132961065e-04  7.61213130317628e-04
  5.23158341227002e+04  9.62052785325795e-04  1.32703699637204e-03  7.78363260906190e-04  5.75108337216079e-04
  5.23189409922836e+04  1.36667303740978e-03  9.31113667320460e-04  5.91986346989870e-04  6.48409535642713e-04
  5.23220478616515e+04  1.71064259484410e-03  1.22506497427821e-03  5.34514605533332e-04  6.80387020111084e-04
  5.23251547312290e+04  1.34215946309268e-03  1.33576907683164e-03  7.19726725947112e-04  6.85249629896134e-04
  5.23310833342882e+04  1.18741649203002e-03  1.22675928287208e-03  5.47529838513583e-04  6.20614853687584e-04
  5.23314319452801e+04  1.05376250576228e-03  1.58975785598159e-03  2.10446584969759e-03  2.17398934182711e-04
  5.23345388130406e+04  1.38665467966348e-03  1.32384547032416e-03  5.87842427194118e-04  5.10751502588391e-04
  5.23376456808818e+04  1.16875441744924e-03  1.14134198520333e-03  5.91901771258563e-04  8.22083035018295e-04
  5.23407525485719e+04  1.19198195170611e-03  1.31061708088964e-03  7.86833930760622e-04  4.32389584602788e-04
  5.23438594163971e+04  1.09285570215434e-03  1.51443143840879e-03  5.55511796846986e-04  7.16210750397295e-04
  5.23469668173936e+04  9.68308129813522e-04  1.13275949843228e-03  6.54108996968716e-04  7.83974304795265e-04
  5.23500736851830e+04  1.15158664993942e-03  1.16000731941313e-03  6.07547233812511e-04  6.94372982252389e-04
  5.23531805515799e+04  1.10453704837710e-03  1.00750115234405e-03  9.55573632381856e-04  7.47810525353998e-04
  5.23590416668797e+04  1.25769188161939e-03  1.25583924818784e-03  5.84995374083519e-04  5.82419044803828e-04
  5.23591666672651e+04  1.32233544718474e-03  1.10226159449667e-03  5.73215365875512e-04  8.48978874273598e-04
  5.23622735346424e+04  1.25152256805450e-03  1.28144817426801e-03  7.19085335731506e-04  4.65422373963520e-04
  5.23653804018784e+04  1.22672191355377e-03  1.40082847792655e-03  5.95649238675833e-04  7.35901994630694e-04
  5.23714201403195e+04  1.33835140150040e-03  1.29070738330483e-03  5.57330262381583e-04  5.99811144638807e-04
  5.23715902784178e+04  1.28406402654946e-03  1.29470147658139e-03  7.07971281372011e-04  5.98198326770216e-04
