  5.21309998712442e+04  4.35624456405640e+00  1.66724040172994e-03 -1.00926387310028e+00  0.00000000000000e+00
  5.21334853602328e+04  4.35540676116943e+00  1.77282327786088e-03 -1.01534390449524e+00  0.00000000000000e+00
  5.21359708491665e+04  4.36501026153564e+00  1.57503038644791e-03 -1.08375775814056e+00  0.00000000000000e+00
  5.21384563382441e+04  4.35772752761841e+00  1.39605533331633e-03 -8.66721212863922e-01  0.00000000000000e+00
  5.21409418273485e+04  4.35516023635864e+00  1.55488413292915e-03 -9.26770448684692e-01  0.00000000000000e+00
  5.21434273164618e+04  4.35999727249146e+00  1.43389392178506e-03 -9.77643251419067e-01  0.00000000000000e+00
  5.21459128054655e+04  4.35545158386230e+00  1.49638042785227e-03 -9.61236238479614e-01  0.00000000000000e+00
  5.21483982941978e+04  4.36356830596924e+00  1.57676695380360e-03 -8.89648675918579e-01  0.00000000000000e+00
  5.21508837829745e+04  4.35125494003296e+00  2.12641176767647e-03 -1.55175840854645e+00  0.00000000000000e+00
  5.21533692710499e+04  4.34714794158936e+00  1.57946615945548e-03 -8.58526408672333e-01  0.00000000000000e+00
  5.21558547593262e+04  4.34592533111572e+00  1.44316349178553e-03 -1.04411149024963e+00  0.00000000000000e+00
  5.21583402480857e+04  4.34710788726807e+00  1.50674593169242e-03 -9.55296218395233e-01  0.00000000000000e+00
  5.21608257388101e+04  4.35138130187988e+00  1.42222293652594e-03 -1.03700768947601e+00  0.00000000000000e+00
  5.21633112280231e+04  4.34932041168213e+00  1.57162919640541e-03 -1.04584419727325e+00  0.00000000000000e+00
  5.21666250002348e+04  0.00000000000000e+00  1.83726730756462e-03 -9.64567303657532e-01  0.00000000000000e+00
  5.21673750002014e+04  4.35020160675049e+00  1.56235531903803e-03 -1.00559568405151e+00  0.00000000000000e+00
  5.21698604893460e+04  4.35285282135010e+00  1.52566772885621e-03 -9.61688995361328e-01  0.00000000000000e+00
  5.21723459805693e+04  4.35864639282227e+00  1.29014672711492e-03 -1.05080771446228e+00  0.00000000000000e+00
  5.21748314702940e+04  4.35182094573975e+00  1.45064317621291e-03 -1.10855603218079e+00  0.00000000000000e+00
  5.21773169601007e+04  4.34256553649902e+00  7.32117705047131e-03 -1.00069832801819e+00  0.00000000000000e+00
