  5.21309998712442e+04 -1.35127512263322e+04  1.24809830528703e+04  1.22246597460761e+04 -1.33850135211654e+04
  5.21334853602328e+04 -1.35097306519248e+04  1.24771693068888e+04  1.22271746525186e+04 -1.33867903114605e+04
  5.21359708491665e+04 -1.35072446421763e+04  1.24756098041001e+04  1.22294877823613e+04 -1.33868107437320e+04
  5.21384563382441e+04 -1.35061810311222e+04  1.24741536741517e+04  1.22305721909153e+04 -1.33865302116476e+04
  5.21409418273485e+04 -1.35057656813145e+04  1.24733420798650e+04  1.22314418885292e+04 -1.33860400721013e+04
  5.21434273164618e+04 -1.35052779178064e+04  1.24731285515079e+04  1.22321589498284e+04 -1.33858870604123e+04
  5.21459128054655e+04 -1.35051407918872e+04  1.24733904696409e+04  1.22327465947761e+04 -1.33846767181401e+04
  5.21483982941978e+04 -1.35051407918872e+04  1.24733904696409e+04  1.22327465947761e+04 -1.33846767181401e+04
  5.21508837829745e+04 -1.35051407918872e+04  1.24733904696409e+04  1.22327465947761e+04 -1.33846767181401e+04
  5.21533692710499e+04 -1.35077052221218e+04  1.24758761691584e+04  1.22321787120536e+04 -1.33800778367287e+04
  5.21558547593262e+04 -1.35089064500711e+04  1.24757994222338e+04  1.22324230372381e+04 -1.33787374423329e+04
  5.21583402480857e+04 -1.35094489186433e+04  1.24758605840784e+04  1.22318702371086e+04 -1.33785789528339e+04
  5.21608257388101e+04 -1.35086255430530e+04  1.24763837479817e+04  1.22317425568098e+04 -1.33778548754463e+04
  5.21633112280231e+04 -1.35091911106637e+04  1.24762066416780e+04  1.22316837854133e+04 -1.33770631333003e+04
  5.21666250002348e+04 -1.35091911106637e+04  1.24762066416780e+04  1.22316837854133e+04 -1.33770631333003e+04
  5.21673750002014e+04 -1.35091941162933e+04  1.24764419339950e+04  1.22320975082247e+04 -1.33761884766237e+04
  5.21698604893460e+04 -1.35097697315965e+04  1.24769427484810e+04  1.22321535361768e+04 -1.33753074661599e+04
  5.21723459805693e+04 -1.35104051035257e+04  1.24768704850737e+04  1.22318463681595e+04 -1.33748423401327e+04
  5.21748314702940e+04 -1.35102556419238e+04  1.24768513783877e+04  1.22317704225738e+04 -1.33746248220736e+04
  5.21773169601007e+04 -1.35102556419238e+04  1.24768513783877e+04  1.22317704225738e+04 -1.33746248220736e+04
  5.21798024514017e+04 -1.35112673346149e+04  1.24770457475936e+04  1.22313107852862e+04 -1.33741594948527e+04
  5.21822879414837e+04 -1.35111381316235e+04  1.24771271678568e+04  1.22320726044246e+04 -1.33729230568745e+04
  5.21847734316793e+04 -1.35114333035525e+04  1.24776479810006e+04  1.22312963747037e+04 -1.33730320531161e+04
  5.21872589219467e+04 -1.35120332545756e+04  1.24775642530816e+04  1.22315877820556e+04 -1.33719302845777e+04
  5.21897444123183e+04 -1.35122242264365e+04  1.24779161214384e+04  1.22314919774278e+04 -1.33714357192177e+04
  5.21922299051561e+04 -1.35130758362115e+04  1.24779829362051e+04  1.22312906162468e+04 -1.33710303814731e+04
  5.21947153959120e+04 -1.35131724819929e+04  1.24779860534618e+04  1.22316962080720e+04 -1.33703300453004e+04
  5.21972008868691e+04 -1.35137403888990e+04  1.24776722164898e+04  1.22312790016054e+04 -1.33702104298947e+04
