  1.000000047497451E-003  -3697.95877653816     
  1.200000104680660E-003  -3697.93153845979     
  1.440000182837256E-003  -3697.89965833875     
  1.728000288069266E-003  -3697.86251100333     
  2.073600428080594E-003  -3697.81946631158     
  2.488320612573686E-003  -3697.76990749248     
  2.985984853740796E-003  -3697.71327678104     
  3.583181966871809E-003  -3697.64915544239     
  4.299818531105602E-003  -3697.57729305148     
  5.159782442358047E-003  -3697.49771009112     
  6.191739176867256E-003  -3697.41081947802     
  7.430087307485838E-003  -3697.31743456585     
  8.916105123277177E-003  -3697.21896850214     
  1.069932657308563E-002  -3697.11733738482     
  1.283919239788641E-002  -3697.01509043973     
  1.540703148968409E-002  -3696.91530409653     
  1.848843852228542E-002  -3696.82153057868     
  2.218612710833995E-002  -3696.73758372025     
  2.662335358792493E-002  -3696.66740174941     
  3.194802557501034E-002  -3696.61489942490     
  3.833763221341298E-002  -3696.58368915427     
  4.600516048417633E-002  -3696.57699193987     
  5.520619477470860E-002  -3696.59746455522     
  6.624743636208683E-002  -3696.64717280465     
  7.949692679342812E-002  -3696.72749690189     
  9.539631594282262E-002  -3696.83916794897     
  0.114475583680238       -3696.98226966042     
  0.137370705874907       -3697.15629834809     
  0.164844853600234       -3697.36023593024     
  0.197813832180696       -3697.59263408623     
  0.237376608049333       -3697.85167538198     
  0.284851940978199       -3698.13537275000     
  0.341822342756638       -3698.44153294542     
  0.410186827607325       -3698.76796286270     
  0.492224212688022       -3699.11247788835     
  0.590669078696705       -3699.47298303888     
  0.708802922601343       -3699.84749348794     
  0.850563540919969       -3700.23420042952     
   1.02067628966199       -3700.63143124845     
   1.22481159626403       -3701.03771831215     
   1.46977397392040       -3701.45177795455     
   1.76372883878877       -3701.87242909152     
   2.11647469064767       -3702.29868096526     
   2.53976972969858       -3702.72969232903     
   3.04772379674395       -3703.16469462263     
   3.65726870141954       -3703.60307966606     
   4.38872261609561       -3704.04431144191     
   5.26646734858533       -3704.48793218837     
   6.31976106942713       -3704.93354712924     
   7.58371358466224       -3705.38083991677     
   9.10045666321433       -3705.82954109662     

  1.000000047497451E-003  -3698.10267847734     
  1.200000104680660E-003  -3698.10233684135     
  1.440000182837256E-003  -3698.10193584842     
  1.728000288069266E-003  -3698.10145997852     
  2.073600428080594E-003  -3698.10088991394     
  2.488320612573686E-003  -3698.10022725525     
  2.985984853740796E-003  -3698.09944282982     
  3.583181966871809E-003  -3698.09854361504     
  4.299818531105602E-003  -3698.09748890131     
  5.159782442358047E-003  -3698.09629530504     
  6.191739176867256E-003  -3698.09490930385     
  7.430087307485838E-003  -3698.09338263396     
  8.916105123277177E-003  -3698.09169874407     
  1.069932657308563E-002  -3698.08987665702     
  1.283919239788641E-002  -3698.08800565333     
  1.540703148968409E-002  -3698.08617208620     
  1.848843852228542E-002  -3698.08453324665     
  2.218612710833995E-002  -3698.08336579540     
  2.662335358792493E-002  -3698.08301327089     
  3.194802557501034E-002  -3698.08398279767     
  3.833763221341298E-002  -3698.08702720291     
  4.600516048417633E-002  -3698.09310294456     
  5.520619477470860E-002  -3698.10341662192     
  6.624743636208683E-002  -3698.11961807088     
  7.949692679342812E-002  -3698.14369082096     
  9.539631594282262E-002  -3698.17797774377     
  0.114475583680238       -3698.22524334946     
  0.137370705874907       -3698.28853553220     
  0.164844853600234       -3698.37116562971     
  0.197813832180696       -3698.47647461656     
  0.237376608049333       -3698.60772258954     
  0.284851940978199       -3698.76788375098     
  0.341822342756638       -3698.95944518498     
  0.410186827607325       -3699.18427400116     
  0.492224212688022       -3699.44353803872     
  0.590669078696705       -3699.73760649851     
  0.708802922601343       -3700.06611637605     
  0.850563540919969       -3700.42800311844     
   1.02067628966199       -3700.82169485555     
   1.22481159626403       -3701.24511573002     
   1.46977397392040       -3701.69596336399     
   1.76372883878877       -3702.17173393974     
   2.11647469064767       -3702.66987698411     
   2.53976972969858       -3703.18790333732     
   3.04772379674395       -3703.72342288076     
   3.65726870141954       -3704.27422678045     
   4.38872261609561       -3704.83825827984     
   5.26646734858533       -3705.41370652553     
   6.31976106942713       -3705.99892944220     
   7.58371358466224       -3706.59249673736     
   9.10045666321433       -3707.19316514795     

  1.000000047497451E-003  -3698.02299872184     
  1.200000104680660E-003  -3698.00741343891     
  1.440000182837256E-003  -3697.98902447199     
  1.728000288069266E-003  -3697.96745828770     
  2.073600428080594E-003  -3697.94220905583     
  2.488320612573686E-003  -3697.91283682738     
  2.985984853740796E-003  -3697.87887015217     
  3.583181966871809E-003  -3697.83984683279     
  4.299818531105602E-003  -3697.79544482411     
  5.159782442358047E-003  -3697.74541692151     
  6.191739176867256E-003  -3697.68976140205     
  7.430087307485838E-003  -3697.62877302930     
  8.916105123277177E-003  -3697.56315457521     
