  3.73797750473022e+00  5.52113447338343e-03 -1.00926280021667e+00  7.80154225341490e-01
  3.74727416038513e+00  5.74629195034504e-03 -1.05277585983276e+00  7.80283964261115e-01
  3.73420119285583e+00  4.38751513138413e-03 -1.15154719352722e+00  7.80536023884219e-01
  3.73525261878967e+00  5.18617685884237e-03 -1.07573628425598e+00  7.80789259041678e-01
  3.72867321968079e+00  4.42142877727747e-03 -1.15421712398529e+00  7.80965613576446e-01
  3.72050762176514e+00  7.28790136054158e-03 -1.01133680343628e+00  7.80990007093692e-01
  3.72909259796143e+00  4.88012656569481e-03 -1.16051685810089e+00  7.81061302851140e-01
  3.73229384422302e+00  5.43873105198145e-03 -1.06514859199524e+00  7.81245826736390e-01
  3.72876358032227e+00  4.55787451937795e-03 -1.08744883537292e+00  7.81232869720899e-01
  3.72184038162231e+00  3.93142178654671e-03 -1.23357844352722e+00  7.80841576269319e-01
  3.72503590583801e+00  4.07506385818124e-03 -1.15165877342224e+00  7.80388329886623e-01
  3.72649645805359e+00  5.21139893680811e-03 -1.12331354618073e+00  7.79954784944867e-01
  3.72201704978943e+00  3.85092757642269e-03 -1.27217555046082e+00  7.79634753159012e-01
  3.72143316268921e+00  4.39627934247255e-03 -1.15461766719818e+00  7.79425739384026e-01
  0.00000000000000e+00  1.24926371499896e-02 -8.23561906814575e-01  7.79347931608573e-01
  3.71137309074402e+00  4.78285690769553e-03 -1.02588307857513e+00  7.78991229466934e-01
  3.72445535659790e+00  4.47966484352946e-03 -1.18953931331635e+00  7.78735590085750e-01
  3.71394491195679e+00  4.31089662015438e-03 -1.22083532810211e+00  7.78518069723612e-01
  3.71591019630432e+00  4.33653313666582e-03 -1.17960047721863e+00  7.78385190683624e-01
  3.70813107490540e+00  4.44651208817959e-03 -1.15758824348450e+00  7.78390747560655e-01
  3.71267724037170e+00  4.89649130031466e-03 -9.77828562259674e-01  7.78133713645798e-01
  3.70938944816589e+00  5.43131167069077e-03 -1.05929195880890e+00  7.78023131986811e-01
