  4.14230632781982e+00  5.76518196612597e-03 -9.37609255313873e-01  2.95398551219406e-01
  4.13767051696777e+00  6.41993666067719e-03 -1.02749598026276e+00  2.95373970932705e-01
  4.13761806488037e+00  6.08077738434076e-03 -1.05561852455139e+00  2.95424547302638e-01
  4.12741708755493e+00  6.89659733325243e-03 -9.55468356609344e-01  2.95456687764646e-01
  4.12535381317139e+00  7.17620179057121e-03 -8.91377747058868e-01  2.95495214506338e-01
  4.12852096557617e+00  7.56277516484261e-03 -9.46668326854706e-01  2.95469520214278e-01
  4.12118148803711e+00  7.24394153803587e-03 -9.59431767463684e-01  2.95336823363419e-01
  4.11215877532959e+00  6.06110505759716e-03 -9.96743619441986e-01  2.95280877895285e-01
  4.10653686523438e+00  5.18822716549039e-03 -9.48959589004517e-01  2.95093114516450e-01
  4.10531234741211e+00  6.82402867823839e-03 -9.15057122707367e-01  2.94687685955200e-01
  4.10552310943604e+00  6.87214685603976e-03 -9.43458378314972e-01  2.94362712585084e-01
  4.10256195068359e+00  5.70373842492700e-03 -9.16028797626495e-01  2.94123374548481e-01
  4.09511756896973e+00  6.65901182219386e-03 -9.53776776790619e-01  2.94013538161343e-01
  4.09969139099121e+00  6.20921421796083e-03 -9.53089952468872e-01  2.93943231084670e-01
  0.00000000000000e+00  6.88689760863781e-03 -9.10275518894196e-01  2.94041580674272e-01
  4.09588479995728e+00  5.73651678860188e-03 -9.27945554256439e-01  2.93990343255703e-01
  4.09220600128174e+00  7.04992702230811e-03 -9.90800440311432e-01  2.93940859997823e-01
  4.09270763397217e+00  6.87249656766653e-03 -9.81465637683868e-01  2.94030638823724e-01
  4.08679914474487e+00  6.64276862516999e-03 -1.00069415569305e+00  2.94175165667294e-01
  4.08703422546387e+00  7.13100470602512e-03 -8.89081239700317e-01  2.94365303929372e-01
  4.09533214569092e+00  5.57333743199706e-03 -1.00847184658051e+00  2.94327320867884e-01
  4.08483839035034e+00  6.39078719541430e-03 -9.25868690013885e-01  2.94234337061648e-01
  4.09026765823364e+00  6.07543205842376e-03 -9.42051053047180e-01  2.94060483085050e-01
  4.08358001708984e+00  7.68033182248473e-03 -9.46027219295502e-01  2.93930141403116e-01
  4.07900810241699e+00  5.63728902488947e-03 -1.03012454509735e+00  2.93860265293724e-01
  4.08193922042847e+00  6.75638997927308e-03 -9.69799458980560e-01  2.93797308815295e-01
  4.08560180664062e+00  6.33815117180347e-03 -1.03843593597412e+00  2.93802811879148e-01
  4.07466316223145e+00  6.78433803841472e-03 -9.17170941829681e-01  2.93873877637886e-01
  4.07438898086548e+00  7.60617665946484e-03 -9.19943690299988e-01  2.93923349629126e-01
  4.07592487335205e+00  7.22696306183934e-03 -9.25308525562286e-01  2.93908636847793e-01
  4.07808113098145e+00  6.01965095847845e-03 -1.00900793075562e+00  2.93801142975947e-01
  4.07379150390625e+00  5.65204443410039e-03 -1.05630779266357e+00  2.93698965643155e-01
  4.07923936843872e+00  6.04155939072371e-03 -9.57642197608948e-01  2.93518235831190e-01
  4.07100868225098e+00  5.77371800318360e-03 -9.80353713035583e-01  2.93219238922208e-01
  4.07557296752930e+00  5.32805919647217e-03 -1.04415547847748e+00  2.92882921958717e-01
  0.00000000000000e+00  6.28234120085835e-03 -9.87795591354370e-01  2.92800212390135e-01
  4.03890323638916e+00  1.19293611496687e-02 -6.87930166721344e-01  2.92640377083072e-01
  4.07137775421143e+00  6.94185215979815e-03 -1.00002419948578e+00  2.92355020986047e-01
  4.06972122192383e+00  6.16362132132053e-03 -9.04696345329285e-01  2.92148978234298e-01
  4.06895351409912e+00  5.87718607857823e-03 -1.02607524394989e+00  2.91844634381979e-01
  4.06427335739136e+00  6.08509732410312e-03 -9.81792330741882e-01  2.91564128138784e-01
  4.06733846664429e+00  6.06490811333060e-03 -9.80114519596100e-01  2.91446013547666e-01
  4.07289981842041e+00  6.32109120488167e-03 -9.80050921440125e-01  2.91463452524820e-01
  4.06434631347656e+00  5.99038321524858e-03 -9.30317044258118e-01  2.91618298712461e-01
  4.06478643417358e+00  6.38310983777046e-03 -1.04191637039185e+00  2.91521031561138e-01
  4.06196022033691e+00  5.63240284100175e-03 -1.03119218349457e+00  2.91340755654195e-01
  4.06618976593018e+00  5.98670076578856e-03 -9.67139363288879e-01  2.91262459866659e-01
  4.06590652465820e+00  5.88944088667631e-03 -9.93732929229736e-01  2.91295141555256e-01
  4.06252288818359e+00  6.30771461874247e-03 -9.68488276004791e-01  2.91386612243975e-01
  4.05961751937866e+00  5.82357030361891e-03 -9.56673085689545e-01  2.91413690160025e-01
  4.05890893936157e+00  6.18347479030490e-03 -9.28524494171143e-01  2.91319307535597e-01
  4.06169033050537e+00  6.02331990376115e-03 -9.84525263309479e-01  2.91191371638727e-01
  4.06298542022705e+00  5.34579996019602e-03 -1.02985870838165e+00  2.91097320435413e-01
  4.06114435195923e+00  5.82936545833945e-03 -9.92257773876190e-01  2.91153107588430e-01
  4.06371498107910e+00  5.94448624178767e-03 -9.71442103385925e-01  2.91240441433109e-01
  4.06061887741089e+00  6.31086388602853e-03 -9.85699117183685e-01  2.91355704190159e-01
  4.05858755111694e+00  6.27372087910771e-03 -1.00500810146332e+00  2.91384801506435e-01
  4.06382989883423e+00  5.54290460422635e-03 -9.96708214282990e-01  2.91351321937724e-01
  4.06324100494385e+00  6.28696521744132e-03 -1.01039564609528e+00  2.91392596642795e-01
  4.05612421035767e+00  5.72030618786812e-03 -9.28203463554382e-01  2.91467223950500e-01
  4.05507755279541e+00  6.20713597163558e-03 -9.63918805122375e-01  2.91519766700986e-01
  4.05586242675781e+00  6.72608800232410e-03 -9.74763512611389e-01  2.91396084522652e-01
  4.05724763870239e+00  6.05271710082889e-03 -9.73269939422607e-01  2.91090874699870e-01
  4.05684518814087e+00  5.46915596351027e-03 -1.03130912780762e+00  2.90842791256450e-01
  0.00000000000000e+00  6.05889828875661e-03 -9.89150524139404e-01  2.90752035820368e-01
  4.05675411224365e+00  6.77135167643428e-03 -9.38954830169678e-01  2.90701399125648e-01
  4.05902957916260e+00  5.67642087116838e-03 -1.01651632785797e+00  2.90673372598631e-01
  4.05788469314575e+00  6.30846712738276e-03 -9.22227859497070e-01  2.90675724961562e-01
  4.05546522140503e+00  6.45836582407355e-03 -9.79029595851898e-01  2.90599058547265e-01
  4.05969429016113e+00  6.33293809369206e-03 -1.00227057933807e+00  2.90546131986201e-01
  4.05295562744141e+00  6.48662354797125e-03 -9.16473746299744e-01  2.90390685523748e-01
  4.05313205718994e+00  5.78184518963099e-03 -9.40680265426636e-01  2.90179942799564e-01
  4.05328416824341e+00  5.92589005827904e-03 -9.93012905120850e-01  2.89971463473588e-01
  4.05232286453247e+00  6.71543460339308e-03 -9.47381258010864e-01  2.89831673194026e-01
  4.05527544021606e+00  5.65544003620744e-03 -1.01437580585480e+00  2.89685430675937e-01
  4.05839300155640e+00  6.68192468583584e-03 -9.24586713314056e-01  2.89542880180645e-01
  4.05608654022217e+00  7.03500304371119e-03 -9.43015038967133e-01  2.89491159297125e-01
  4.05883073806763e+00  6.10311655327678e-03 -1.04179644584656e+00  2.89512392854226e-01
  4.06184434890747e+00  7.10943061858416e-03 -1.00759029388428e+00  2.89603732277360e-01
  4.05635881423950e+00  4.82984213158488e-03 -1.07744991779327e+00  2.89723988681466e-01
  4.05933809280396e+00  5.52674336358905e-03 -1.01588511466980e+00  2.89791421459709e-01
  0.00000000000000e+00  5.98612939938903e-03 -9.73818182945251e-01  2.89887350672727e-01
  4.04286956787109e+00  1.11916183959693e-03 -9.63880062103271e-01  2.89879743711013e-01
  4.06482982635498e+00  6.16818526759744e-03 -9.83199357986450e-01  2.89809802284125e-01
  4.06545734405518e+00  6.25673541799188e-03 -9.87067818641663e-01  2.89800676824664e-01
  4.06219100952148e+00  5.91266248375177e-03 -1.04370594024658e+00  2.89761578967174e-01
  4.06241893768311e+00  6.71512540429831e-03 -9.23600971698761e-01  2.89775406061208e-01
