  3.94278240203857e+00  2.04584794119000e-03 -1.03808653354645e+00  5.35210079358075e-01
  3.93363666534424e+00  2.42419028654695e-03 -9.97964441776276e-01  5.35377046297553e-01
  3.93820238113403e+00  2.11295369081199e-03 -9.31332111358643e-01  5.35419091309411e-01
  3.92559719085693e+00  1.86431291513145e-03 -1.03505814075470e+00  5.35341584652832e-01
  3.92605733871460e+00  1.73997657839209e-03 -9.53871428966522e-01  5.35305254918230e-01
  3.91166234016418e+00  1.66472711134702e-03 -9.01209652423859e-01  5.35346103457202e-01
  3.91070508956909e+00  1.78020854946226e-03 -9.66907262802124e-01  5.35376845408421e-01
  3.90666580200195e+00  2.40360316820443e-03 -1.02477657794952e+00  5.35224473872360e-01
  3.90290403366089e+00  1.73619622364640e-03 -9.80522155761719e-01  5.34836987423475e-01
  0.00000000000000e+00  3.77732072956860e-03 -6.78010046482086e-01  5.34322344044986e-01
  3.89615249633789e+00  2.42621148936450e-03 -9.20559823513031e-01  5.33979094168789e-01
  3.89502501487732e+00  1.93337583914399e-03 -9.88299727439880e-01  5.33740860215104e-01
  3.88787937164307e+00  2.03652982600033e-03 -9.59159016609192e-01  5.33473295179416e-01
  3.88378858566284e+00  2.12103128433228e-03 -9.00685310363770e-01  5.33173481707533e-01
  3.88283252716064e+00  1.94785569328815e-03 -9.99660849571228e-01  5.32903248709739e-01
  3.87921380996704e+00  2.05681379884481e-03 -9.84118521213531e-01  5.32657984239642e-01
  3.87111520767212e+00  1.88300223089755e-03 -9.79039311408997e-01  5.32312919668582e-01
  3.87233996391296e+00  2.01830058358610e-03 -9.12669241428375e-01  5.31837321434203e-01
  3.86890196800232e+00  2.20490153878927e-03 -9.54867005348206e-01  5.31295865714394e-01
  3.86485934257507e+00  1.76653440576047e-03 -9.80460643768311e-01  5.30764277639428e-01
  3.86400532722473e+00  2.13699275627732e-03 -9.61493492126465e-01  5.30269452740584e-01
  3.86267757415771e+00  1.97938294149935e-03 -9.97231721878052e-01  5.29755691005653e-01
  3.85308527946472e+00  2.06785532645881e-03 -9.42756712436676e-01  5.29272181395168e-01
  0.00000000000000e+00  2.59250588715076e-03 -8.12742471694946e-01  5.28894172298661e-01
  3.85409021377563e+00  2.02575139701366e-03 -9.57580089569092e-01  5.28549873684445e-01
  3.85106945037842e+00  1.95651780813932e-03 -9.90536212921143e-01  5.28194450174004e-01
  3.85050654411316e+00  1.78418261930346e-03 -9.89033222198486e-01  5.27816649635301e-01
  3.84767222404480e+00  1.72752712387592e-03 -1.05294513702393e+00  5.27433704036132e-01
  3.84806704521179e+00  2.07590288482606e-03 -9.58142220973969e-01  5.27114698632681e-01
  3.85217809677124e+00  1.84697273653001e-03 -1.02922594547272e+00  5.26863254556841e-01
  3.84454441070557e+00  1.80409103631973e-03 -9.81760442256927e-01  5.26642236312101e-01
  3.84472632408142e+00  1.88191235065460e-03 -1.05944013595581e+00  5.26509035987328e-01
  3.84237194061279e+00  1.86740863136947e-03 -1.01774799823761e+00  5.26371266946535e-01
  3.84097790718079e+00  1.96260027587414e-03 -9.08809006214142e-01  5.26191116677337e-01
  3.84046912193298e+00  1.89512013457716e-03 -9.26034271717072e-01  5.26063453230761e-01
  3.84200716018677e+00  1.90263602416962e-03 -9.56300675868988e-01  5.25997239705510e-01
  3.83945894241333e+00  1.85681844595820e-03 -9.90134239196777e-01  5.25939311676492e-01
  3.83925175666809e+00  1.71933346427977e-03 -9.29059624671936e-01  5.25845057476405e-01
  3.84291863441467e+00  1.88012933358550e-03 -9.98361766338348e-01  5.25685757719864e-01
  3.84444308280945e+00  1.70289282687008e-03 -9.73311066627502e-01  5.25545441011553e-01
  3.83895206451416e+00  2.26548477075994e-03 -9.84296262264252e-01  5.25468737272419e-01
  3.83762192726135e+00  1.95384677499533e-03 -1.02238953113556e+00  5.25368796910954e-01
  0.00000000000000e+00  2.61802785098553e-03 -8.38038623332977e-01  5.25355024287499e-01
  3.84378409385681e+00  2.10540858097374e-03 -1.04033136367798e+00  5.25422667959420e-01
  3.84097242355347e+00  1.75307807512581e-03 -9.30869996547699e-01  5.25677107637705e-01
  3.83710646629333e+00  1.94323400501162e-03 -9.32236492633820e-01  5.25894244594992e-01
  3.83887648582458e+00  1.94358290173113e-03 -9.58350062370300e-01  5.26070025638560e-01
  3.83982896804810e+00  1.93017767742276e-03 -9.52488839626312e-01  5.26339232292109e-01
  3.83659839630127e+00  1.77614938002080e-03 -9.23074305057526e-01  5.26545946995075e-01
  3.84241533279419e+00  1.77597929723561e-03 -9.59436058998108e-01  5.26698602561211e-01
  3.84230256080627e+00  2.06196215003729e-03 -1.02388870716095e+00  5.26813827336206e-01
  3.83551025390625e+00  1.72012089751661e-03 -8.99763286113739e-01  5.26960911084103e-01
  3.84478759765625e+00  1.80917931720614e-03 -9.68587100505829e-01  5.27038384242152e-01
  0.00000000000000e+00  3.23269004002213e-03 -7.53685474395752e-01  5.27151064393842e-01
  3.84552764892578e+00  2.42377142421901e-03 -8.89347851276398e-01  5.27373345638309e-01
  3.84314298629761e+00  1.76634581293911e-03 -9.46127712726593e-01  5.27648033287812e-01
  3.84210896492004e+00  2.23896652460098e-03 -1.01724398136139e+00  5.27919398499115e-01
  3.84677338600159e+00  2.08058836869895e-03 -9.46790635585785e-01  5.28152413972460e-01
  3.84845137596130e+00  1.90466712228954e-03 -1.03827524185181e+00  5.28452946763794e-01
